小区名称,房屋朝向,装修情况,供暖方式,户型结构,建筑类型,建筑结构,梯户比例,配备电梯,挂牌时间,上次交易,房屋年限,抵押信息,交易权属,房屋用途,产权所属,关注人数,发布日期,VR看装修,近地铁,随时看房,详情页,楼层高低,楼层总高度,区,街道,环线位置,居住空间,功能间,总价(万元),单价(元/平),房屋面积(平米),地址,lat,lon
锦绣半岛东区,西北,其他,,平层,塔楼,钢混结构,两梯六户,有,2023-09-08,2015-08-10,满五年,有抵押,商品房,普通住宅,非共有,1,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108404876319.html,中楼层,26,番禺,南浦,,2室1厅,1厨1卫,190.0,23861,79.63,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,东北,毛坯,,平层,塔楼,钢混结构,两梯六户,有,2023-12-26,2017-11-01,满五年,无抵押,商品房,普通住宅,非共有,4,一年前发布,VR看装修,,随时看房,https://gz.lianjia.com/ershoufang/108405269941.html,中楼层,28,番禺,南浦,,2室1厅,1厨1卫,200.0,25279,79.12,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,东北,其他,,平层,塔楼,钢混结构,两梯六户,有,2023-07-26,2013-08-27,满五年,无抵押,商品房,普通住宅,共有,0,一年前发布,VR看装修,,随时看房,https://gz.lianjia.com/ershoufang/108404715442.html,中楼层,25,番禺,南浦,,2室2厅,1厨1卫,200.0,24704,80.96,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,北,精装,,平层,塔楼,钢混结构,两梯六户,有,2024-01-10,2019-07-01,满五年,有抵押,商品房,普通住宅,非共有,1,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108405322505.html,中楼层,26,番禺,南浦,,2室2厅,1厨1卫,200.0,25199,79.37,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,东北,其他,,平层,塔楼,钢混结构,两梯六户,有,2025-04-10,2014-05-19,满五年,无抵押,商品房,普通住宅,非共有,0,18天以前发布,VR看装修,,随时看房,https://gz.lianjia.com/ershoufang/108407104211.html,低楼层,26,番禺,南浦,,2室1厅,1厨1卫,200.0,25202,79.36,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,北,其他,,平层,塔楼,钢混结构,两梯六户,有,2024-03-16,2021-07-19,满两年,无抵押,商品房,普通住宅,非共有,2,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108405540420.html,低楼层,28,番禺,南浦,,2室2厅,1厨1卫,190.0,24057,78.98,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,东北,其他,,平层,塔楼,钢混结构,两梯六户,有,2025-02-13,2017-07-06,满五年,有抵押,商品房,普通住宅,非共有,0,2个月以前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108406836834.html,低楼层,26,番禺,南浦,,2室1厅,1厨1卫,180.0,22748,79.13,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,东 东南 南,精装,,平层,,钢混结构,两梯六户,有,2024-07-15,2022-07-08,满两年,有抵押,商品房,普通住宅,非共有,2,9个月以前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108406013364.html,高楼层,25,番禺,南浦,,2室1厅,1厨1卫,185.0,21457,86.22,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,东南,其他,,平层,,钢混结构,两梯六户,有,2024-05-05,2019-08-08,满五年,有抵押,商品房,普通住宅,非共有,0,11个月以前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108405730223.html,低楼层,25,番禺,南浦,,2室2厅,1厨1卫,192.0,22459,85.49,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,东南,精装,,平层,,钢混结构,两梯六户,有,2024-10-30,2015-12-22,满五年,无抵押,商品房,普通住宅,非共有,1,5个月以前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108406451298.html,中楼层,25,番禺,南浦,,2室1厅,1厨1卫,192.0,22536,85.2,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,南 北,简装,,平层,塔楼,钢混结构,两梯六户,有,2024-11-30,2018-10-15,满五年,有抵押,商品房,普通住宅,非共有,0,4个月以前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108406580955.html,中楼层,26,番禺,南浦,,2室1厅,1厨1卫,192.0,24191,79.37,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,东南 西北 东北,其他,,平层,塔楼,钢混结构,两梯六户,有,2024-01-18,2021-03-23,满两年,有抵押,商品房,普通住宅,非共有,1,一年前发布,VR看装修,,随时看房,https://gz.lianjia.com/ershoufang/108405348676.html,高楼层,28,番禺,南浦,,2室2厅,1厨1卫,176.0,22209,79.25,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,北,精装,,平层,塔楼,钢混结构,两梯六户,有,2024-12-04,2016-03-18,满五年,有抵押,商品房,普通住宅,非共有,1,4个月以前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108406596341.html,高楼层,26,番禺,南浦,,2室2厅,1厨1卫,177.0,22248,79.56,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,北,简装,,平层,塔楼,钢混结构,两梯六户,有,2023-02-04,2014-10-24,满五年,无抵押,商品房,普通住宅,共有,0,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108404073466.html,中楼层,28,番禺,南浦,,2室1厅,1厨1卫,220.0,28285,77.78,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,北,精装,,平层,塔楼,钢混结构,两梯六户,有,2023-07-23,2020-07-17,满两年,有抵押,商品房,普通住宅,非共有,5,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108404703484.html,低楼层,28,番禺,南浦,,2室1厅,1厨1卫,220.0,28285,77.78,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,北,精装,,平层,塔楼,钢混结构,两梯六户,有,2024-07-13,2023-03-07,满两年,有抵押,商品房,普通住宅,非共有,0,9个月以前发布,VR房源,,随时看房,https://gz.lianjia.com/ershoufang/108406005247.html,高楼层,28,番禺,南浦,,2室1厅,1厨1卫,210.0,26889,78.1,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,东南,其他,,平层,塔楼,钢混结构,两梯六户,有,2023-07-27,2016-09-18,满五年,无抵押,商品房,普通住宅,非共有,0,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108404717527.html,高楼层,25,番禺,南浦,,2室2厅,1厨1卫,260.0,30163,86.2,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,东,简装,,平层,塔楼,钢混结构,两梯六户,有,2023-02-09,2013-09-11,满五年,无抵押,商品房,普通住宅,共有,0,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108404094168.html,低楼层,25,番禺,南浦,,2室1厅,1厨1卫,290.0,33867,85.63,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,南,其他,,平层,塔楼,钢混结构,两梯六户,有,2022-10-06,2013-08-28,满五年,有抵押,商品房,普通住宅,非共有,0,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108403801363.html,低楼层,25,番禺,南浦,,2室1厅,1厨1卫,280.0,32665,85.72,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,东南,其他,,平层,塔楼,钢混结构,两梯六户,有,2023-11-24,2017-08-30,满五年,有抵押,商品房,普通住宅,非共有,0,一年前发布,VR房源,,,https://gz.lianjia.com/ershoufang/108405163648.html,高楼层,25,番禺,南浦,,2室2厅,1厨1卫,270.0,31352,86.12,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,东南,精装,,平层,,钢混结构,两梯六户,有,2023-07-19,2013-07-09,满五年,无抵押,商品房,普通住宅,非共有,7,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108404689385.html,中楼层,25,番禺,南浦,,2室2厅,1厨1卫,225.0,26319,85.49,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,东南,其他,,平层,塔楼,钢混结构,两梯六户,有,2023-11-24,2017-08-30,满五年,有抵押,商品房,普通住宅,非共有,0,一年前发布,VR房源,,,https://gz.lianjia.com/ershoufang/108405163648.html,高楼层,25,番禺,南浦,,2室2厅,1厨1卫,270.0,31352,86.12,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,西北,其他,,平层,塔楼,钢混结构,两梯六户,有,2024-12-07,2017-07-12,满五年,有抵押,商品房,普通住宅,共有,0,4个月以前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108406610382.html,中楼层,28,番禺,南浦,,2室2厅,1厨1卫,237.0,29955,79.12,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,东南,其他,,平层,塔楼,钢混结构,两梯六户,有,2023-07-27,2016-09-18,满五年,无抵押,商品房,普通住宅,非共有,0,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108404717527.html,高楼层,25,番禺,南浦,,2室2厅,1厨1卫,260.0,30163,86.2,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,南,其他,,平层,塔楼,钢混结构,两梯六户,有,2022-10-06,2013-08-28,满五年,有抵押,商品房,普通住宅,非共有,0,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108403801363.html,低楼层,25,番禺,南浦,,2室1厅,1厨1卫,280.0,32665,85.72,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,北,精装,,平层,塔楼,钢混结构,两梯六户,有,2023-12-01,2014-09-23,满五年,无抵押,商品房,普通住宅,非共有,0,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108405187099.html,低楼层,28,番禺,南浦,,2室1厅,1厨1卫,255.0,32857,77.61,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,北,精装,,平层,塔楼,钢混结构,两梯六户,有,2023-09-20,2020-09-25,满两年,有抵押,商品房,普通住宅,非共有,2,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108404923285.html,中楼层,25,番禺,南浦,,2室1厅,1厨1卫,210.0,25955,80.91,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,东南,其他,,平层,塔楼,钢混结构,两梯六户,有,2024-04-06,2017-03-30,满五年,有抵押,商品房,普通住宅,非共有,3,一年前发布,VR房源,,,https://gz.lianjia.com/ershoufang/108405623301.html,高楼层,25,番禺,南浦,,2室1厅,1厨1卫,220.0,25466,86.39,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,北,精装,,平层,塔楼,钢混结构,两梯六户,有,2022-03-01,2014-04-01,满五年,有抵押,商品房,普通住宅,非共有,4,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108403132073.html,低楼层,26,番禺,南浦,,2室2厅,1厨1卫,210.0,26462,79.36,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,南,其他,,平层,,钢混结构,两梯六户,有,2024-09-04,2021-06-01,满两年,有抵押,商品房,普通住宅,非共有,2,7个月以前发布,VR看装修,,随时看房,https://gz.lianjia.com/ershoufang/108406219314.html,低楼层,25,番禺,南浦,,2室2厅,1厨1卫,210.0,24482,85.78,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,西北,简装,,平层,塔楼,钢混结构,两梯六户,有,2024-08-12,2016-06-20,满五年,有抵押,商品房,普通住宅,共有,0,8个月以前发布,VR房源,,,https://gz.lianjia.com/ershoufang/108406126795.html,低楼层,26,番禺,南浦,,2室1厅,1厨1卫,207.0,25999,79.62,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,东南,精装,,平层,塔楼,钢混结构,两梯六户,有,2022-08-13,2020-07-16,满两年,有抵押,商品房,普通住宅,非共有,4,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108403637467.html,高楼层,25,番禺,南浦,,2室2厅,1厨1卫,205.0,23838,86.0,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,东南,其他,,平层,塔楼,钢混结构,三梯七户,有,2023-02-17,2014-03-07,满五年,无抵押,商品房,普通住宅,共有,0,一年前发布,VR房源,,,https://gz.lianjia.com/ershoufang/108404127626.html,低楼层,25,番禺,南浦,,2室1厅,1厨1卫,260.0,29627,87.76,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,东南,其他,,平层,塔楼,钢混结构,两梯六户,有,2023-04-01,2020-01-01,满五年,有抵押,商品房,普通住宅,共有,2,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108404306116.html,中楼层,25,番禺,南浦,,2室1厅,1厨1卫,205.0,23769,86.25,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,西北,其他,,平层,塔楼,钢混结构,两梯六户,有,2024-10-13,2017-11-13,满五年,有抵押,商品房,普通住宅,非共有,0,6个月以前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108406377738.html,高楼层,28,番禺,南浦,,2室1厅,1厨1卫,220.0,27761,79.25,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,南,精装,,平层,塔楼,钢混结构,两梯六户,有,2024-11-22,2019-01-25,满五年,有抵押,商品房,普通住宅,共有,0,5个月以前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108406547918.html,低楼层,25,番禺,南浦,,2室2厅,1厨1卫,227.0,26606,85.32,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,北,精装,,平层,塔楼,钢混结构,两梯六户,有,2024-08-19,2020-11-06,满两年,有抵押,商品房,普通住宅,非共有,1,8个月以前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108406153479.html,中楼层,28,番禺,南浦,,2室1厅,1厨1卫,208.0,26290,79.12,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,北,精装,,平层,塔楼,钢混结构,两梯六户,有,2024-06-25,2014-09-22,满五年,无抵押,商品房,普通住宅,非共有,0,9个月以前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108405932191.html,高楼层,28,番禺,南浦,,2室2厅,1厨1卫,240.0,30284,79.25,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,南,毛坯,,平层,塔楼,钢混结构,两梯六户,有,2024-11-23,2014-02-12,满五年,有抵押,商品房,普通住宅,非共有,0,5个月以前发布,VR房源,,,https://gz.lianjia.com/ershoufang/108406550706.html,高楼层,25,番禺,南浦,,2室1厅,1厨1卫,259.5,30067,86.31,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
锦绣半岛东区,东南,简装,,平层,塔楼,钢混结构,三梯七户,有,2021-04-29,2014-03-06,满五年,无抵押,商品房,普通住宅,非共有,15,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108402210027.html,高楼层,25,番禺,南浦,,2室2厅,1厨1卫,360.0,40905,88.01,广州市番禺南浦锦绣半岛东区,23.044861,113.261564
丽江花园华林居,东北,精装,,平层,塔楼,钢混结构,无电梯,无,2025-03-24,2018-01-19,满五年,有抵押,商品房,普通住宅,非共有,1,1个月以前发布,VR房源,,随时看房,https://gz.lianjia.com/ershoufang/108407033680.html,中楼层,6,番禺,南浦,,2室1厅,1厨1卫,158.0,21497,73.5,广州市番禺南浦丽江花园华林居,23.031076,113.299563
丽江花园康城居,东南,精装,,平层,塔楼,钢混结构,一梯八户,有,2023-03-12,2017-09-01,满五年,有抵押,商品房,普通住宅,非共有,1,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108404228808.html,高楼层,9,番禺,南浦,,2室1厅,1厨1卫,200.0,28491,70.2,广州市番禺南浦丽江花园康城居,23.029928,113.30164
丽江花园星海洲,北,精装,,平层,塔楼,钢混结构,两梯八户,有,2022-07-10,,,有抵押,商品房,普通住宅,非共有,3,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108403531801.html,低楼层,25,番禺,南浦,,2室2厅,1厨1卫,180.0,22223,81.0,广州市番禺南浦丽江花园星海洲,23.033377,113.303758
南浦海滨花园,东北,其他,,平层,塔楼,钢混结构,无电梯,无,2023-08-12,2012-04-27,满五年,无抵押,商品房,普通住宅,非共有,3,一年前发布,VR房源,近地铁,随时看房,https://gz.lianjia.com/ershoufang/108404778128.html,低楼层,6,番禺,南浦,,2室1厅,1厨1卫,168.0,20414,82.3,广州市番禺南浦南浦海滨花园,23.037731,113.290329
广州碧桂园翠苑,西南,简装,,平层,塔楼,钢混结构,无电梯,无,2023-09-03,2006-09-26,满五年,无抵押,商品房,普通住宅,非共有,2,一年前发布,VR房源,近地铁,,https://gz.lianjia.com/ershoufang/108404857979.html,高楼层,6,番禺,南浦,,2室1厅,1厨1卫,200.0,24845,80.5,广州市番禺南浦广州碧桂园翠苑,23.027972,113.289281
丽江花园华林居,西北,精装,,平层,塔楼,钢混结构,无电梯,无,2024-12-18,2019-02-03,满五年,有抵押,商品房,普通住宅,共有,1,4个月以前发布,VR房源,,,https://gz.lianjia.com/ershoufang/108406657453.html,中楼层,6,番禺,南浦,,2室1厅,1厨1卫,189.0,25336,74.6,广州市番禺南浦丽江花园华林居,23.031076,113.299563
锦绣半岛西区,东 东南,精装,,平层,塔楼,钢混结构,两梯六户,有,2023-03-26,2011-12-26,满五年,有抵押,商品房,普通住宅,非共有,3,一年前发布,VR房源,,,https://gz.lianjia.com/ershoufang/108404284390.html,高楼层,19,番禺,南浦,,2室1厅,1厨1卫,188.0,22769,82.57,广州市番禺南浦锦绣半岛西区,23.041574,113.257631
丽江花园华林居,东南,其他,,平层,塔楼,钢混结构,无电梯,无,2023-07-20,2018-04-26,满五年,有抵押,商品房,普通住宅,共有,1,一年前发布,VR房源,,,https://gz.lianjia.com/ershoufang/108404695715.html,高楼层,6,番禺,南浦,,2室1厅,1厨1卫,163.0,22830,71.4,广州市番禺南浦丽江花园华林居,23.031076,113.299563
丽江花园康城居,西南,其他,,平层,塔楼,钢混结构,一梯八户,有,2024-11-25,2015-01-01,满五年,有抵押,商品房,普通住宅,非共有,0,4个月以前发布,VR房源,,,https://gz.lianjia.com/ershoufang/108406558505.html,低楼层,9,番禺,南浦,,2室1厅,1厨1卫,199.0,28308,70.3,广州市番禺南浦丽江花园康城居,23.029928,113.30164
广州碧桂园丽苑,西北,精装,,平层,塔楼,钢混结构,无电梯,无,2023-11-04,2021-01-07,满两年,有抵押,商品房,普通住宅,非共有,7,一年前发布,VR房源,近地铁,,https://gz.lianjia.com/ershoufang/108405093564.html,中楼层,7,番禺,南浦,,2室1厅,1厨1卫,165.0,23339,70.7,广州市番禺南浦广州碧桂园丽苑,23.027972,113.289281
丽江花园德泽楼,东南,精装,,平层,塔楼,钢混结构,两梯十户,有,2023-05-02,2013-04-01,满五年,有抵押,商品房,普通住宅,共有,11,一年前发布,VR房源,近地铁,,https://gz.lianjia.com/ershoufang/108404413482.html,高楼层,14,番禺,南浦,,2室1厅,1厨1卫,163.0,22702,71.8,广州市番禺南浦丽江花园德泽楼,23.036198,113.300733
丽江花园康城居,西南,其他,,平层,塔楼,钢混结构,一梯八户,有,2023-10-11,2015-06-16,满五年,有抵押,商品房,普通住宅,非共有,2,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108404994856.html,低楼层,9,番禺,南浦,,2室1厅,1厨1卫,170.0,24183,70.3,广州市番禺南浦丽江花园康城居,23.029928,113.30164
丽江花园星海洲,东北,简装,,平层,塔楼,钢混结构,两梯八户,有,2023-08-06,2018-08-14,满五年,有抵押,商品房,普通住宅,非共有,2,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108404755346.html,中楼层,25,番禺,南浦,,2室2厅,1厨1卫,165.0,20396,80.9,广州市番禺南浦丽江花园星海洲,23.033377,113.303758
丽江花园康城居,西北,简装,,平层,塔楼,钢混结构,一梯八户,有,2023-03-01,2014-05-13,满五年,无抵押,商品房,普通住宅,非共有,0,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108404180355.html,中楼层,9,番禺,南浦,,2室2厅,1厨1卫,175.0,24408,71.7,广州市番禺南浦丽江花园康城居,23.029928,113.30164
丽江花园康城居,西北,精装,,平层,塔楼,钢混结构,一梯八户,有,2022-08-19,2016-06-15,满五年,有抵押,商品房,普通住宅,共有,5,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108403653916.html,中楼层,9,番禺,南浦,,2室1厅,1厨1卫,165.0,22885,72.1,广州市番禺南浦丽江花园康城居,23.029928,113.30164
广州碧桂园雅苑,西北,简装,,平层,塔楼,钢混结构,无电梯,无,2023-09-12,1999-04-12,满五年,无抵押,商品房,普通住宅,非共有,0,一年前发布,VR房源,近地铁,随时看房,https://gz.lianjia.com/ershoufang/108404889412.html,低楼层,7,番禺,南浦,,2室1厅,1厨1卫,166.0,23282,71.3,广州市番禺南浦广州碧桂园雅苑,23.027972,113.289281
丽江花园康城居,东南,精装,,平层,塔楼,钢混结构,一梯八户,有,2024-05-14,2018-04-01,满五年,无抵押,商品房,普通住宅,共有,1,11个月以前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108405765770.html,高楼层,9,番禺,南浦,,2室1厅,1厨1卫,155.0,21618,71.7,广州市番禺南浦丽江花园康城居,23.029928,113.30164
丽江花园华林居,东北,精装,,平层,塔楼,钢混结构,无电梯,无,2023-02-20,2001-02-20,满五年,无抵押,商品房,普通住宅,非共有,3,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108404142281.html,高楼层,6,番禺,南浦,,2室2厅,1厨1卫,180.0,23377,77.0,广州市番禺南浦丽江花园华林居,23.031076,113.299563
海龙湾,东南 东北,精装,,平层,塔楼,钢混结构,一梯四户,有,2021-12-26,2014-12-26,满五年,无抵押,商品房,普通住宅,非共有,21,一年前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108402988585.html,中楼层,11,番禺,南浦,,2室1厅,1厨1卫,185.0,22130,83.6,广州市番禺南浦海龙湾,23.027021,113.30026
海龙湾,西南,简装,,平层,塔楼,钢混结构,两梯四户,有,2021-01-25,2008-03-14,满五年,有抵押,商品房,普通住宅,非共有,3,一年前发布,VR房源,,随时看房,https://gz.lianjia.com/ershoufang/108401945692.html,中楼层,11,番禺,南浦,,2室1厅,1厨1卫,172.0,20575,83.6,广州市番禺南浦海龙湾,23.027021,113.30026
广州碧桂园雅苑,西北,其他,,平层,塔楼,钢混结构,无电梯,无,2024-03-19,2013-11-08,满五年,无抵押,商品房,普通住宅,非共有,0,一年前发布,VR房源,,,https://gz.lianjia.com/ershoufang/108405553755.html,中楼层,7,番禺,南浦,,2室1厅,1厨1卫,165.0,23142,71.3,广州市番禺南浦广州碧桂园雅苑,23.027972,113.289281
丽江花园左岸,西北,精装,,平层,塔楼,钢混结构,两梯四户,有,2024-05-10,2012-08-20,满五年,有抵押,商品房,普通住宅,非共有,3,11个月以前发布,VR房源,,,https://gz.lianjia.com/ershoufang/108405752001.html,低楼层,18,番禺,南浦,,2室1厅,1厨1卫,198.0,22570,87.73,广州市番禺南浦丽江花园左岸,23.032332,113.305381
丽江花园华林居,西北,简装,,平层,塔楼,钢混结构,无电梯,无,2024-08-21,2007-11-01,满五年,无抵押,商品房,普通住宅,非共有,0,8个月以前发布,VR看装修,,,https://gz.lianjia.com/ershoufang/108406161502.html,低楼层,6,番禺,南浦,,2室2厅,1厨1卫,170.0,22789,74.6,广州市番禺南浦丽江花园华林居,23.031076,113.299563
