小区名称,房屋朝向,装修情况,供暖方式,户型结构,建筑类型,建筑结构,梯户比例,配备电梯,挂牌时间,上次交易,房屋年限,抵押信息,交易权属,房屋用途,产权所属,关注人数,发布日期,VR看装修,近地铁,随时看房,详情页,楼层高低,楼层总高度,区,街道,环线位置,居住空间,功能间,总价(万元),单价(元/平),房屋面积(平米),地址,lat,lon
深华商业大厦,南,简装,,平层,板塔结合,框架结构,两梯八户,有,2025-02-19,,,有抵押,商品房,普通住宅,非共有,1,2个月以前发布,VR房源,近地铁,,https://sz.lianjia.com/ershoufang/105119742264.html,高楼层,28,罗湖区,春风路,,2室2厅,1厨1卫,350.0,40557,86.3,深圳市罗湖区春风路深华商业大厦,22.540781,114.121218
深华商业大厦,东南,简装,,平层,板塔结合,框架结构,两梯八户,有,2025-03-09,,,有抵押,商品房,普通住宅,非共有,0,1个月以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105119976962.html,中楼层,28,罗湖区,春风路,,2室1厅,1厨1卫,350.0,40557,86.3,深圳市罗湖区春风路深华商业大厦,22.540781,114.121218
深华商业大厦,东南 南,精装,,平层,板塔结合,框架结构,两梯八户,有,2024-10-29,2009-08-04,满五年,无抵押,商品房,普通住宅,非共有,0,5个月以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105118737862.html,高楼层,28,罗湖区,春风路,,2室2厅,1厨1卫,328.0,41651,78.75,深圳市罗湖区春风路深华商业大厦,22.540781,114.121218
兴隆大厦,东北,简装,,平层,板塔结合,框架结构,三梯八户,有,2024-11-13,,,有抵押,商品房,普通住宅,非共有,0,5个月以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105118898019.html,高楼层,30,罗湖区,春风路,,2室2厅,1厨1卫,315.0,42736,73.71,深圳市罗湖区春风路兴隆大厦,22.542533,114.120062
向西花园,南,简装,,平层,板楼,砖混结构,无电梯,无,2025-01-07,2024-06-25,未满两年,有抵押,商品房,普通住宅,非共有,0,3个月以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105119427073.html,中楼层,8,罗湖区,春风路,,4室0厅,0厨4卫,300.0,42189,71.11,深圳市罗湖区春风路向西花园,22.541864,114.126256
云峰花园,南,其他,,复式,塔楼,钢混结构,三梯九户,有,2023-01-12,,,有抵押,商品房,普通住宅,非共有,1,一年前发布,VR房源,,,https://sz.lianjia.com/ershoufang/105112439053.html,高楼层,33,罗湖区,春风路,,4室2厅,1厨2卫,1201.0,49843,240.96,深圳市罗湖区春风路云峰花园,22.538255,114.122917
佳宁娜广场,南,精装,,平层,板塔结合,框架结构,三梯十一户,有,2024-08-15,2014-01-01,未满两年,有抵押,商品房,普通住宅,非共有,0,8个月以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105117961331.html,中楼层,26,罗湖区,春风路,,4室2厅,1厨2卫,670.0,40362,166.0,深圳市罗湖区春风路佳宁娜广场,22.536865,114.119876
佳宁娜广场,西南,简装,,平层,板塔结合,钢混结构,三梯八户,有,2022-12-11,,,无抵押,商品房,普通住宅,非共有,0,一年前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105112254610.html,高楼层,31,罗湖区,春风路,,4室2厅,1厨1卫,645.0,41716,154.62,深圳市罗湖区春风路佳宁娜广场,22.536865,114.119876
云峰花园,东北,其他,,平层,塔楼,钢混结构,三梯八户,有,2023-11-27,,,有抵押,商品房,普通住宅,非共有,4,一年前发布,VR房源,,,https://sz.lianjia.com/ershoufang/105115452294.html,高楼层,33,罗湖区,春风路,,4室2厅,1厨3卫,799.0,37807,211.34,深圳市罗湖区春风路云峰花园,22.538255,114.122917
佳宁娜广场,南,简装,,平层,板塔结合,框架结构,三梯十一户,有,2024-03-24,,,无抵押,商品房,普通住宅,非共有,0,一年前发布,VR房源,近地铁,,https://sz.lianjia.com/ershoufang/105116464073.html,中楼层,26,罗湖区,春风路,,4室1厅,1厨2卫,533.0,37216,143.22,深圳市罗湖区春风路佳宁娜广场,22.536865,114.119876
罗湖医院医疗科技楼,东南,其他,,,板塔结合,砖混结构,两梯八户,有,2025-03-18,,,无抵押,商品房,普通住宅,共有,0,1个月以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105120099004.html,中楼层,18,罗湖区,春风路,,4室2厅,1厨1卫,438.0,42364,103.39,深圳市罗湖区春风路罗湖医院医疗科技楼,22.537088,114.122665
佳宁娜广场,西南,其他,,平层,板塔结合,钢混结构,三梯六户,有,2021-03-02,2003-09-12,满五年,无抵押,商品房,普通住宅,共有,1,一年前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105106523461.html,中楼层,31,罗湖区,春风路,,4室1厅,1厨2卫,600.0,37736,159.0,深圳市罗湖区春风路佳宁娜广场,22.536865,114.119876
佳宁娜广场,南,简装,,复式,板塔结合,框架结构,三梯十一户,有,2025-02-20,,,有抵押,商品房,普通住宅,非共有,0,2个月以前发布,VR房源,近地铁,,https://sz.lianjia.com/ershoufang/105119758059.html,高楼层,26,罗湖区,春风路,,4室2厅,1厨3卫,881.0,41215,213.76,深圳市罗湖区春风路佳宁娜广场,22.536865,114.119876
佳宁娜广场,南,精装,,,板塔结合,框架结构,三梯十一户,有,2025-04-14,,,有抵押,商品房,普通住宅,非共有,0,14天以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105120401874.html,高楼层,26,罗湖区,春风路,,4室1厅,1厨1卫,500.0,45876,108.99,深圳市罗湖区春风路佳宁娜广场,22.536865,114.119876
深华商业大厦,南,精装,,平层,板塔结合,框架结构,两梯八户,有,2024-10-20,2011-07-07,满五年,无抵押,商品房,普通住宅,非共有,1,6个月以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105118646254.html,中楼层,28,罗湖区,春风路,,2室1厅,1厨1卫,295.0,34184,86.3,深圳市罗湖区春风路深华商业大厦,22.540781,114.121218
云峰花园,西南,其他,,平层,塔楼,钢混结构,三梯九户,有,2024-11-05,,,无抵押,商品房,普通住宅,非共有,0,5个月以前发布,VR看装修,,,https://sz.lianjia.com/ershoufang/105118815484.html,高楼层,33,罗湖区,春风路,,3室2厅,1厨1卫,480.0,55332,86.75,深圳市罗湖区春风路云峰花园,22.538255,114.122917
兴隆大厦,东,其他,,平层,板塔结合,框架结构,三梯八户,有,2024-11-11,,,有抵押,商品房,普通住宅,非共有,0,5个月以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105118874203.html,低楼层,30,罗湖区,春风路,,2室1厅,1厨1卫,268.0,38275,70.02,深圳市罗湖区春风路兴隆大厦,22.542533,114.120062
宏丰大厦罗湖,南,简装,,平层,塔楼,钢混结构,两梯四户,有,2024-10-08,,,有抵押,商品房,普通住宅,非共有,0,6个月以前发布,VR看装修,,,https://sz.lianjia.com/ershoufang/105118521964.html,高楼层,15,罗湖区,春风路,,3室1厅,1厨1卫,398.0,46436,85.71,深圳市罗湖区春风路宏丰大厦罗湖,22.545061,114.117294
佳宁娜广场,北,其他,,平层,板塔结合,框架结构,三梯六户,有,2024-12-28,,,有抵押,商品房,普通住宅,非共有,1,3个月以前发布,VR看装修,近地铁,随时看房,https://sz.lianjia.com/ershoufang/105119332776.html,高楼层,31,罗湖区,春风路,,2室1厅,1厨1卫,300.0,34448,87.09,深圳市罗湖区春风路佳宁娜广场,22.536865,114.119876
长丰苑,东南,其他,,平层,板塔结合,钢混结构,三梯二十五户,有,2024-01-25,,,有抵押,商品房,公寓,非共有,0,一年前发布,VR房源,近地铁,,https://sz.lianjia.com/ershoufang/105115953279.html,高楼层,29,罗湖区,春风路,,2室1厅,1厨1卫,350.0,39455,88.71,深圳市罗湖区春风路长丰苑,22.541235,114.127205
瑞丰大厦,东南,精装,,平层,板塔结合,框架结构,两梯八户,有,2023-09-13,2015-07-15,满五年,有抵押,商品房,普通住宅,非共有,0,一年前发布,VR房源,,,https://sz.lianjia.com/ershoufang/105114792554.html,中楼层,20,罗湖区,春风路,,2室1厅,1厨1卫,500.0,69999,71.43,深圳市罗湖区春风路瑞丰大厦,22.536587,114.125418
兴隆大厦,东,精装,,平层,板塔结合,框架结构,三梯八户,有,2024-12-04,,,无抵押,商品房,普通住宅,非共有,1,4个月以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105119107752.html,中楼层,30,罗湖区,春风路,,2室1厅,1厨1卫,276.0,39418,70.02,深圳市罗湖区春风路兴隆大厦,22.542533,114.120062
云峰花园,西南,其他,,平层,塔楼,钢混结构,三梯九户,有,2024-11-05,,,无抵押,商品房,普通住宅,非共有,0,5个月以前发布,VR看装修,,,https://sz.lianjia.com/ershoufang/105118815484.html,高楼层,33,罗湖区,春风路,,3室2厅,1厨1卫,480.0,55332,86.75,深圳市罗湖区春风路云峰花园,22.538255,114.122917
长丰苑,东南,其他,,平层,板塔结合,钢混结构,三梯二十五户,有,2024-01-25,,,有抵押,商品房,公寓,非共有,0,一年前发布,VR房源,近地铁,,https://sz.lianjia.com/ershoufang/105115953279.html,高楼层,29,罗湖区,春风路,,2室1厅,1厨1卫,350.0,39455,88.71,深圳市罗湖区春风路长丰苑,22.541235,114.127205
佳宁娜广场,北,其他,,平层,板塔结合,框架结构,三梯六户,有,2024-12-28,,,有抵押,商品房,普通住宅,非共有,1,3个月以前发布,VR看装修,近地铁,随时看房,https://sz.lianjia.com/ershoufang/105119332776.html,高楼层,31,罗湖区,春风路,,2室1厅,1厨1卫,300.0,34448,87.09,深圳市罗湖区春风路佳宁娜广场,22.536865,114.119876
佳宁娜广场,东南,其他,,平层,板塔结合,钢混结构,三梯六户,有,2025-02-22,,,有抵押,商品房,普通住宅,非共有,0,2个月以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105119795601.html,高楼层,31,罗湖区,春风路,,2室2厅,1厨1卫,380.0,45928,82.74,深圳市罗湖区春风路佳宁娜广场,22.536865,114.119876
兴隆大厦,南,简装,,平层,板塔结合,框架结构,三梯八户,有,2025-04-09,,,无抵押,商品房,普通住宅,非共有,0,20天以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105120339123.html,中楼层,30,罗湖区,春风路,,2室1厅,1厨1卫,263.0,37043,71.0,深圳市罗湖区春风路兴隆大厦,22.542533,114.120062
云峰花园,南,精装,,平层,塔楼,钢混结构,三梯九户,有,2024-06-23,,,无抵押,商品房,普通住宅,非共有,0,9个月以前发布,VR房源,,,https://sz.lianjia.com/ershoufang/105117381999.html,高楼层,33,罗湖区,春风路,,3室2厅,1厨1卫,390.0,45124,86.43,深圳市罗湖区春风路云峰花园,22.538255,114.122917
南湖路2013号,北,其他,,,板塔结合,钢混结构,两梯两户,有,2025-02-17,,,无抵押,商品房,普通住宅,共有,1,2个月以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105119713167.html,低楼层,8,罗湖区,春风路,,2室2厅,1厨1卫,260.0,34032,76.4,深圳市罗湖区春风路南湖路2013号,22.538093,114.121226
佳宁娜广场,北,精装,,平层,板塔结合,框架结构,三梯八户,有,2024-12-01,,,有抵押,商品房,普通住宅,非共有,1,4个月以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105119080567.html,中楼层,26,罗湖区,春风路,,3室1厅,1厨1卫,359.0,42221,85.03,深圳市罗湖区春风路佳宁娜广场,22.536865,114.119876
兴隆大厦,南 东南,其他,,平层,板塔结合,框架结构,三梯八户,有,2025-04-11,,,无抵押,商品房,普通住宅,非共有,0,17天以前发布,VR看装修,近地铁,随时看房,https://sz.lianjia.com/ershoufang/105120372364.html,低楼层,30,罗湖区,春风路,,2室1厅,1厨1卫,299.0,40565,73.71,深圳市罗湖区春风路兴隆大厦,22.542533,114.120062
深华商业大厦,东 南,简装,,平层,板塔结合,框架结构,两梯二十户,有,2024-02-19,2013-12-25,满五年,无抵押,商品房,普通住宅,非共有,2,一年前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105116053613.html,低楼层,28,罗湖区,春风路,,2室1厅,1厨1卫,288.0,36041,79.91,深圳市罗湖区春风路深华商业大厦,22.540781,114.121218
佳宁娜广场,南,其他,,平层,板塔结合,框架结构,三梯八户,有,2023-03-14,2009-01-13,满五年,无抵押,商品房,普通住宅,共有,0,一年前发布,VR房源,近地铁,,https://sz.lianjia.com/ershoufang/105113010521.html,低楼层,26,罗湖区,春风路,,2室1厅,1厨1卫,280.0,32930,85.03,深圳市罗湖区春风路佳宁娜广场,22.536865,114.119876
兴隆大厦,西,简装,,平层,板塔结合,框架结构,三梯八户,有,2022-11-30,,,无抵押,商品房,普通住宅,非共有,1,一年前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105112163411.html,中楼层,30,罗湖区,春风路,,2室1厅,1厨1卫,250.0,35705,70.02,深圳市罗湖区春风路兴隆大厦,22.542533,114.120062
长丰苑,东北,其他,,平层,板塔结合,钢混结构,四梯十一户,有,2024-08-01,2017-12-06,满五年,有抵押,商品房,普通住宅,非共有,0,8个月以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105117792431.html,低楼层,31,罗湖区,春风路,,3室2厅,1厨1卫,330.0,42554,77.55,深圳市罗湖区春风路长丰苑,22.541235,114.127205
瑞丰大厦,南,简装,,平层,板塔结合,框架结构,两梯八户,有,2023-09-04,2016-04-13,未满两年,无抵押,商品房,普通住宅,非共有,4,一年前发布,VR看装修,,,https://sz.lianjia.com/ershoufang/105114711520.html,高楼层,20,罗湖区,春风路,,2室1厅,1厨1卫,267.5,37450,71.43,深圳市罗湖区春风路瑞丰大厦,22.536587,114.125418
兴隆大厦,东南,其他,,平层,板塔结合,框架结构,三梯八户,有,2023-12-06,2020-09-09,,有抵押,商品房,普通住宅,非共有,2,一年前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105115537421.html,低楼层,30,罗湖区,春风路,,2室1厅,1厨1卫,235.0,33562,70.02,深圳市罗湖区春风路兴隆大厦,22.542533,114.120062
长丰苑,南,简装,,,板塔结合,钢混结构,三梯十一户,有,2025-04-10,,,有抵押,商品房,普通住宅,非共有,0,19天以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105120353239.html,低楼层,31,罗湖区,春风路,,3室1厅,1厨1卫,345.0,44465,77.59,深圳市罗湖区春风路长丰苑,22.541235,114.127205
宝创红禧公馆,南,精装,,复式,板楼,钢混结构,四梯二十三户,有,2025-03-21,,,无抵押,商品房,商业办公类,非共有,3,1个月以前发布,,近地铁,,https://sz.lianjia.com/ershoufang/105120139587.html,中楼层,9,宝安区,西乡,,4室2厅,1厨2卫,330.0,45917,71.87,深圳市宝安区西乡宝创红禧公馆,22.5976,113.851333
兴隆大厦,东,简装,,平层,板塔结合,框架结构,三梯八户,有,2023-02-08,,,无抵押,商品房,普通住宅,非共有,1,一年前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105112590941.html,中楼层,30,罗湖区,春风路,,2室1厅,1厨1卫,265.0,37847,70.02,深圳市罗湖区春风路兴隆大厦,22.542533,114.120062
佳宁娜广场,东,简装,,平层,板塔结合,框架结构,三梯八户,有,2022-12-01,2004-01-01,未满两年,无抵押,商品房,普通住宅,非共有,10,一年前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105112174174.html,中楼层,26,罗湖区,春风路,,2室1厅,1厨1卫,266.0,33514,79.37,深圳市罗湖区春风路佳宁娜广场,22.536865,114.119876
兆鑫汇金广场,南,精装,,,板塔结合,钢混结构,,,2025-04-11,,,无抵押,商品房,商业办公类,共有,0,18天以前发布,,近地铁,随时看房,https://sz.lianjia.com/ershoufang/105120365508.html,高楼层,61,罗湖区,春风路,,2室1厅,1厨1卫,550.0,69656,78.96,深圳市罗湖区春风路兆鑫汇金广场,22.542277,114.116704
兴隆大厦,西南,其他,,平层,板塔结合,框架结构,三梯八户,有,2025-04-02,,,无抵押,商品房,普通住宅,非共有,0,26天以前发布,VR房源,近地铁,随时看房,https://sz.lianjia.com/ershoufang/105120272768.html,中楼层,30,罗湖区,春风路,,2室1厅,1厨1卫,268.0,38275,70.02,深圳市罗湖区春风路兴隆大厦,22.542533,114.120062
云峰花园,南,其他,,平层,塔楼,钢混结构,三梯九户,有,2025-02-16,,,有抵押,商品房,普通住宅,非共有,1,2个月以前发布,VR看装修,,,https://sz.lianjia.com/ershoufang/105119712913.html,中楼层,33,罗湖区,春风路,,3室1厅,1厨1卫,400.0,46281,86.43,深圳市罗湖区春风路云峰花园,22.538255,114.122917
佳宁娜广场,北,其他,,平层,板塔结合,钢混结构,三梯六户,有,2025-02-11,,,有抵押,商品房,普通住宅,非共有,0,2个月以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105119650661.html,高楼层,31,罗湖区,春风路,,2室1厅,1厨1卫,295.0,37489,78.69,深圳市罗湖区春风路佳宁娜广场,22.536865,114.119876
兴隆大厦,东,其他,,平层,板塔结合,框架结构,三梯八户,有,2024-06-07,,,有抵押,商品房,普通住宅,非共有,0,10个月以前发布,VR房源,近地铁,随时看房,https://sz.lianjia.com/ershoufang/105117226628.html,低楼层,30,罗湖区,春风路,,1室1厅,1厨1卫,260.0,37133,70.02,深圳市罗湖区春风路兴隆大厦,22.542533,114.120062
深华商业大厦,东,简装,,平层,板塔结合,框架结构,两梯八户,有,2025-03-09,2006-11-02,满五年,有抵押,商品房,普通住宅,非共有,0,1个月以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105119986899.html,高楼层,28,罗湖区,春风路,,2室1厅,1厨1卫,290.0,36291,79.91,深圳市罗湖区春风路深华商业大厦,22.540781,114.121218
瑞丰大厦,北,精装,,平层,板塔结合,框架结构,两梯八户,有,2024-06-11,,,有抵押,商品房,普通住宅,非共有,1,10个月以前发布,VR看装修,,,https://sz.lianjia.com/ershoufang/105117254015.html,高楼层,20,罗湖区,春风路,,2室1厅,1厨1卫,280.0,39200,71.43,深圳市罗湖区春风路瑞丰大厦,22.536587,114.125418
天俊大厦,南,简装,,平层,塔楼,钢混结构,三梯十四户,有,2023-02-13,2016-09-22,满五年,无抵押,商品房,普通住宅,非共有,1,一年前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105112643202.html,中楼层,26,罗湖区,春风路,,2室1厅,1厨1卫,338.0,48210,70.11,深圳市罗湖区春风路天俊大厦,22.541603,114.122219
佳宁娜广场,东,简装,,平层,板塔结合,钢混结构,三梯六户,有,2023-12-01,,,有抵押,商品房,普通住宅,非共有,0,一年前发布,VR房源,近地铁,随时看房,https://sz.lianjia.com/ershoufang/105115485043.html,低楼层,31,罗湖区,春风路,,1室1厅,1厨1卫,280.0,35583,78.69,深圳市罗湖区春风路佳宁娜广场,22.536865,114.119876
兴隆大厦,西南,其他,,平层,板塔结合,框架结构,三梯八户,有,2025-04-02,,,无抵押,商品房,普通住宅,非共有,0,26天以前发布,VR房源,近地铁,随时看房,https://sz.lianjia.com/ershoufang/105120272768.html,中楼层,30,罗湖区,春风路,,2室1厅,1厨1卫,268.0,38275,70.02,深圳市罗湖区春风路兴隆大厦,22.542533,114.120062
汇金天琅大厦,东南,其他,,复式,塔楼,钢混结构,六梯二十二户,有,2025-01-10,2023-01-04,,有抵押,商品房,商业办公类,非共有,1,3个月以前发布,,近地铁,,https://sz.lianjia.com/ershoufang/105119450416.html,中楼层,33,罗湖区,春风路,,3室1厅,1厨1卫,330.0,48459,68.1,深圳市罗湖区春风路汇金天琅大厦,22.542755,114.119361
兆鑫汇金广场,北,毛坯,,,板塔结合,钢混结构,,,2025-04-21,,,无抵押,商品房,商业办公类,非共有,0,7天以前发布,,近地铁,随时看房,https://sz.lianjia.com/ershoufang/105120482683.html,中楼层,61,罗湖区,春风路,,3室1厅,1厨1卫,320.0,48998,65.31,深圳市罗湖区春风路兆鑫汇金广场,22.542277,114.116704
佳宁娜广场,南 北,简装,,平层,板塔结合,框架结构,三梯八户,有,2024-10-30,2013-11-21,满五年,无抵押,商品房,普通住宅,非共有,2,5个月以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105118746994.html,中楼层,26,罗湖区,春风路,,2室1厅,0厨1卫,305.0,30088,101.37,深圳市罗湖区春风路佳宁娜广场,22.536865,114.119876
汇金天琅大厦,西,精装,,复式,塔楼,钢混结构,六梯二十二户,有,2023-03-16,2016-12-30,满五年,无抵押,商品房,商业办公类,非共有,5,一年前发布,,近地铁,,https://sz.lianjia.com/ershoufang/105113035183.html,低楼层,33,罗湖区,春风路,,3室2厅,1厨2卫,328.0,55350,59.26,深圳市罗湖区春风路汇金天琅大厦,22.542755,114.119361
汇金天琅大厦,西,其他,,复式,塔楼,钢混结构,六梯二十二户,有,2025-02-13,,,无抵押,商品房,商业办公类,非共有,0,2个月以前发布,,近地铁,,https://sz.lianjia.com/ershoufang/105119664840.html,中楼层,33,罗湖区,春风路,,3室2厅,1厨2卫,320.0,54000,59.26,深圳市罗湖区春风路汇金天琅大厦,22.542755,114.119361
汇金天琅大厦,西南,其他,,复式,塔楼,钢混结构,六梯二十二户,有,2024-03-04,,,无抵押,商品房,商业办公类,非共有,1,一年前发布,,近地铁,,https://sz.lianjia.com/ershoufang/105116232941.html,高楼层,33,罗湖区,春风路,,3室1厅,1厨2卫,336.0,54194,62.0,深圳市罗湖区春风路汇金天琅大厦,22.542755,114.119361
置地逸轩,北,其他,,平层,板塔结合,钢混结构,三梯十五户,有,2025-01-06,2019-12-17,满五年,有抵押,商品房,普通住宅,非共有,3,3个月以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105119417553.html,低楼层,33,罗湖区,春风路,,2室1厅,1厨1卫,305.0,52970,57.58,深圳市罗湖区春风路置地逸轩,22.542566,114.131662
置地逸轩,南,简装,,平层,板塔结合,钢混结构,三梯十五户,有,2024-09-18,,,有抵押,商品房,普通住宅,非共有,1,7个月以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105118313686.html,高楼层,33,罗湖区,春风路,,2室1厅,1厨1卫,332.0,61436,54.04,深圳市罗湖区春风路置地逸轩,22.542566,114.131662
国晖大厦罗湖,东南,简装,,平层,板塔结合,钢混结构,两梯八户,有,2022-08-02,1999-04-21,满五年,无抵押,商品房,普通住宅,非共有,2,一年前发布,VR看装修,近地铁,随时看房,https://sz.lianjia.com/ershoufang/105111136769.html,中楼层,26,罗湖区,春风路,,3室2厅,1厨1卫,317.0,33001,96.06,深圳市罗湖区春风路国晖大厦罗湖,22.545061,114.117294
佳宁娜广场,北,精装,,平层,板塔结合,框架结构,三梯六户,有,2025-02-11,,,无抵押,商品房,普通住宅,非共有,1,2个月以前发布,VR看装修,近地铁,,https://sz.lianjia.com/ershoufang/105119643192.html,低楼层,31,罗湖区,春风路,,3室1厅,1厨1卫,336.0,35000,96.0,深圳市罗湖区春风路佳宁娜广场,22.536865,114.119876
汇金天琅大厦,南 西南,精装,,复式,塔楼,钢混结构,六梯二十二户,有,2025-03-28,,,有抵押,商品房,商业办公类,非共有,0,31天以前发布,,近地铁,,https://sz.lianjia.com/ershoufang/105120215558.html,高楼层,33,罗湖区,春风路,,3室2厅,1厨1卫,320.0,49043,65.25,深圳市罗湖区春风路汇金天琅大厦,22.542755,114.119361
国晖大厦罗湖,东 东南 西南,精装,,平层,板塔结合,钢混结构,两梯八户,有,2023-07-05,,,无抵押,商品房,普通住宅,非共有,8,一年前发布,VR房源,近地铁,,https://sz.lianjia.com/ershoufang/105114164373.html,低楼层,26,罗湖区,春风路,,3室1厅,1厨1卫,318.0,33105,96.06,深圳市罗湖区春风路国晖大厦罗湖,22.545061,114.117294
