分区,小区名称,所在区域,房屋户型,建筑面积,套内面积,房屋朝向,装修情况,供暖方式,楼层高度,所在楼层,户型结构,建筑类型,建筑结构,梯户比例,配备电梯,挂牌时间,上次交易,房屋年限,抵押信息,交易权属,房屋用途,产权所属,房本备件,标题,总价,单价,地区,几室几厅,房屋面积,楼层,建立时间,户型,关注人数,发布日期,VR看装修,房本满五年,近地铁,房本满两年,随时看房,详情页
番禺,锦绣半岛东区,番禺 南浦,2室1厅1厨1卫,79.63㎡,63.8㎡,西北,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共26层),平层,塔楼,钢混结构,两梯六户,有,2023-09-08,2015-08-10,满五年,有抵押,商品房,普通住宅,非共有,已上传房本照片,锦绣半岛东区 精装修 中高楼层 江景2房 满五唯一,190万,"23,861元/平",锦绣半岛东区 -南浦,2室1厅,79.63平米,"('中楼层(共26层)',)",2012年,塔楼,1人关注,一年前发布,VR看装修,房本满五年,,,,https://gz.lianjia.com/ershoufang/108404876319.html
番禺,锦绣半岛东区,番禺 南浦,2室1厅1厨1卫,79.12㎡,63.83㎡,东北,毛坯,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共28层),平层,塔楼,钢混结构,两梯六户,有,2023-12-26,2017-11-01,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,锦绣半岛，一手毛坯，望江，望园林，满五年唯,200万,"25,279元/平",锦绣半岛东区 -南浦,2室1厅,79.12平米,"('中楼层(共28层)',)",2009年,塔楼,4人关注,一年前发布,VR看装修,房本满五年,,,随时看房,https://gz.lianjia.com/ershoufang/108405269941.html
番禺,锦绣半岛东区,番禺 南浦,2室2厅1厨1卫,80.96㎡,66.43㎡,东北,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共25层),平层,塔楼,钢混结构,两梯六户,有,2023-07-26,2013-08-27,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,锦绣半岛东区 可望江 证过五年 格局方正,200万,"24,704元/平",锦绣半岛东区 -南浦,2室2厅,80.96平米,"('中楼层(共25层)',)",2009年,塔楼,0人关注,一年前发布,VR看装修,房本满五年,,,随时看房,https://gz.lianjia.com/ershoufang/108404715442.html
番禺,锦绣半岛东区,番禺 南浦,2室2厅1厨1卫,79.37㎡,63.66㎡,北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共26层),平层,塔楼,钢混结构,两梯六户,有,2024-01-10,2019-07-01,满五年,有抵押,商品房,普通住宅,非共有,已上传房本照片,锦绣半岛 店长优选 新装修2房  满五唯一,200万,"25,199元/平",锦绣半岛东区 -南浦,2室2厅,79.37平米,"('中楼层(共26层)',)",2009年,塔楼,1人关注,一年前发布,VR看装修,房本满五年,,,,https://gz.lianjia.com/ershoufang/108405322505.html
番禺,锦绣半岛东区,番禺 南浦,2室1厅1厨1卫,79.36㎡,63.58㎡,东北,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共26层),平层,塔楼,钢混结构,两梯六户,有,2025-04-10,2014-05-19,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,锦绣半岛东区  看花园安静2室  有钥匙方便看楼,200万,"25,202元/平",锦绣半岛东区 -南浦,2室1厅,79.36平米,"('低楼层(共26层)',)",2012年,塔楼,0人关注,18天以前发布,VR看装修,房本满五年,,,随时看房,https://gz.lianjia.com/ershoufang/108407104211.html
番禺,锦绣半岛东区,番禺 南浦,2室2厅1厨1卫,78.98㎡,63.71㎡,北,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共28层),平层,塔楼,钢混结构,两梯六户,有,2024-03-16,2021-07-19,满两年,无抵押,商品房,普通住宅,非共有,已上传房本照片,满两年，采光好，保养好，实用两房,190万,"24,057元/平",锦绣半岛东区 -南浦,2室2厅,78.98平米,"('低楼层(共28层)',)",2009年,塔楼,2人关注,一年前发布,VR看装修,,,房本满两年,,https://gz.lianjia.com/ershoufang/108405540420.html
番禺,锦绣半岛东区,番禺 南浦,2室1厅1厨1卫,79.13㎡,,东北,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共26层),平层,塔楼,钢混结构,两梯六户,有,2025-02-13,2017-07-06,满五年,有抵押,商品房,普通住宅,非共有,已上传房本照片,锦绣半岛东区晓两房，业主有心卖看房方便,180万,"22,748元/平",锦绣半岛东区 -南浦,2室1厅,79.13平米,"('低楼层(共26层)',)",2009年,塔楼,0人关注,2个月以前发布,VR看装修,房本满五年,,,,https://gz.lianjia.com/ershoufang/108406836834.html
番禺,锦绣半岛东区,番禺 南浦,2室1厅1厨1卫,86.22㎡,70.85㎡,东 东南 南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共25层),平层,,钢混结构,两梯六户,有,2024-07-15,2022-07-08,满两年,有抵押 140万元 业主自还,商品房,普通住宅,非共有,已上传房本照片,锦绣半岛东区 南向大两房 电梯高层,185万,"21,457元/平",锦绣半岛东区 -南浦,2室1厅,86.22平米,"('高楼层(共25层)',)",2009年,,2人关注,9个月以前发布,VR看装修,,,房本满两年,,https://gz.lianjia.com/ershoufang/108406013364.html
番禺,锦绣半岛东区,番禺 南浦,2室2厅1厨1卫,85.49㎡,70.25㎡,东南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共25层),平层,,钢混结构,两梯六户,有,2024-05-05,2019-08-08,满五年,有抵押,商品房,普通住宅,非共有,已上传房本照片,满两年，东南向采光好，保养好，实用两房,192万,"22,459元/平",锦绣半岛东区 -南浦,2室2厅,85.49平米,"('低楼层(共25层)',)",2009年,,0人关注,11个月以前发布,VR看装修,房本满五年,,,,https://gz.lianjia.com/ershoufang/108405730223.html
番禺,锦绣半岛东区,番禺 南浦,2室1厅1厨1卫,85.2㎡,,东南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共25层),平层,,钢混结构,两梯六户,有,2024-10-30,2015-12-22,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,户型方正东南朝向，视野宽阔，采光充足 ，温馨舒适,192万,"22,536元/平",锦绣半岛东区 -南浦,2室1厅,85.2平米,"('中楼层(共25层)',)",2009年,,1人关注,5个月以前发布,VR看装修,房本满五年,,,,https://gz.lianjia.com/ershoufang/108406451298.html
番禺,锦绣半岛东区,番禺 南浦,2室1厅1厨1卫,79.37㎡,,南 北,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共26层),平层,塔楼,钢混结构,两梯六户,有,2024-11-30,2018-10-15,满五年,有抵押 50,商品房,普通住宅,非共有,已上传房本照片,望花园，户型方二房，保养很新。,192万,"24,191元/平",锦绣半岛东区 -南浦,2室1厅,79.37平米,"('中楼层(共26层)',)",2009年,塔楼,0人关注,4个月以前发布,VR看装修,房本满五年,,,,https://gz.lianjia.com/ershoufang/108406580955.html
番禺,锦绣半岛东区,番禺 南浦,2室2厅1厨1卫,79.25㎡,,东南 西北 东北,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共28层),平层,塔楼,钢混结构,两梯六户,有,2024-01-18,2021-03-23,满两年,有抵押 150万元 农业银行 业主自还,商品房,普通住宅,非共有,已上传房本照片,此房满二，格局方正。高楼层，视野好,176万,"22,209元/平",锦绣半岛东区 -南浦,2室2厅,79.25平米,"('高楼层(共28层)',)",2009年,塔楼,1人关注,一年前发布,VR看装修,,,房本满两年,随时看房,https://gz.lianjia.com/ershoufang/108405348676.html
番禺,锦绣半岛东区,番禺 南浦,2室2厅1厨1卫,79.56㎡,63.82㎡,北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共26层),平层,塔楼,钢混结构,两梯六户,有,2024-12-04,2016-03-18,满五年,有抵押 120万元 客户偿还,商品房,普通住宅,非共有,已上传房本照片,锦绣半岛东区 2室2厅 北,177万,"22,248元/平",锦绣半岛东区 -南浦,2室2厅,79.56平米,"('高楼层(共26层)',)",2009年,塔楼,1人关注,4个月以前发布,VR看装修,房本满五年,,,,https://gz.lianjia.com/ershoufang/108406596341.html
番禺,锦绣半岛东区,番禺 南浦,2室1厅1厨1卫,77.78㎡,62.75㎡,北,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共28层),平层,塔楼,钢混结构,两梯六户,有,2023-02-04,2014-10-24,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,锦绣半岛东区 电梯高层 中间位置 望江单位,220万,"28,285元/平",锦绣半岛东区 -南浦,2室1厅,77.78平米,"('中楼层(共28层)',)",2009年,塔楼,0人关注,一年前发布,VR看装修,房本满五年,,,,https://gz.lianjia.com/ershoufang/108404073466.html
番禺,锦绣半岛东区,番禺 南浦,2室1厅1厨1卫,77.78㎡,62.75㎡,北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共28层),平层,塔楼,钢混结构,两梯六户,有,2023-07-23,2020-07-17,满两年,有抵押 180万元,商品房,普通住宅,非共有,已上传房本照片,刚需两房 方正 无遮挡 采光充足 视野宽阔 配套齐全,220万,"28,285元/平",锦绣半岛东区 -南浦,2室1厅,77.78平米,"('低楼层(共28层)',)",2012年,塔楼,5人关注,一年前发布,VR看装修,,,房本满两年,,https://gz.lianjia.com/ershoufang/108404703484.html
番禺,锦绣半岛东区,番禺 南浦,2室1厅1厨1卫,78.1㎡,,北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共28层),平层,塔楼,钢混结构,两梯六户,有,2024-07-13,2023-03-07,满两年,有抵押,商品房,普通住宅,非共有,已上传房本照片,前方无遮挡，单边位视野开阔，无遮挡，望江、望广州圆,210万,"26,889元/平",锦绣半岛东区 -南浦,2室1厅,78.1平米,"('高楼层(共28层)',)",2012年,塔楼,0人关注,9个月以前发布,VR房源,,,房本满两年,随时看房,https://gz.lianjia.com/ershoufang/108406005247.html
番禺,锦绣半岛东区,番禺 南浦,2室2厅1厨1卫,86.2㎡,70.8㎡,东南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共25层),平层,塔楼,钢混结构,两梯六户,有,2023-07-27,2016-09-18,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,锦绣半岛东区，南向两房，户型方正,260万,"30,163元/平",锦绣半岛东区 -南浦,2室2厅,86.2平米,"('高楼层(共25层)',)",2009年,塔楼,0人关注,一年前发布,VR看装修,房本满五年,,,,https://gz.lianjia.com/ershoufang/108404717527.html
番禺,锦绣半岛东区,番禺 南浦,2室1厅1厨1卫,85.63㎡,70.24㎡,东,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共25层),平层,塔楼,钢混结构,两梯六户,有,2023-02-09,2013-09-11,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,锦绣半岛东区 温馨居家房型 南向,290万,"33,867元/平",锦绣半岛东区 -南浦,2室1厅,85.63平米,"('低楼层(共25层)',)",2009年,塔楼,0人关注,一年前发布,VR看装修,房本满五年,,,,https://gz.lianjia.com/ershoufang/108404094168.html
番禺,锦绣半岛东区,番禺 南浦,2室1厅1厨1卫,85.72㎡,70.4㎡,南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共25层),平层,塔楼,钢混结构,两梯六户,有,2022-10-06,2013-08-28,满五年,有抵押,商品房,普通住宅,非共有,已上传房本照片,锦绣半岛东区，南向两房，户型方正,280万,"32,665元/平",锦绣半岛东区 -南浦,2室1厅,85.72平米,"('低楼层(共25层)',)",2009年,塔楼,0人关注,一年前发布,VR看装修,房本满五年,,,,https://gz.lianjia.com/ershoufang/108403801363.html
番禺,锦绣半岛东区,番禺 南浦,2室2厅1厨1卫,86.12㎡,,东南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共25层),平层,塔楼,钢混结构,两梯六户,有,2023-11-24,2017-08-30,满五年,有抵押,商品房,普通住宅,非共有,已上传房本照片,锦绣半岛东区大两房业主有心卖，看房方便,270万,"31,352元/平",锦绣半岛东区 -南浦,2室2厅,86.12平米,"('高楼层(共25层)',)",2009年,塔楼,0人关注,一年前发布,VR房源,房本满五年,,,,https://gz.lianjia.com/ershoufang/108405163648.html
番禺,锦绣半岛东区,番禺 南浦,2室2厅1厨1卫,85.49㎡,70.25㎡,东南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共25层),平层,,钢混结构,两梯六户,有,2023-07-19,2013-07-09,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,南向大两房 满五年 格局方正 中低层 采光佳 位置安静,225万,"26,319元/平",锦绣半岛东区 -南浦,2室2厅,85.49平米,"('中楼层(共25层)',)",2012年,,7人关注,一年前发布,VR看装修,房本满五年,,,,https://gz.lianjia.com/ershoufang/108404689385.html
番禺,锦绣半岛东区,番禺 南浦,2室2厅1厨1卫,86.12㎡,,东南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共25层),平层,塔楼,钢混结构,两梯六户,有,2023-11-24,2017-08-30,满五年,有抵押,商品房,普通住宅,非共有,已上传房本照片,锦绣半岛东区大两房业主有心卖，看房方便,270万,"31,352元/平",锦绣半岛东区 -南浦,2室2厅,86.12平米,"('高楼层(共25层)',)",2009年,塔楼,0人关注,一年前发布,VR房源,房本满五年,,,,https://gz.lianjia.com/ershoufang/108405163648.html
番禺,锦绣半岛东区,番禺 南浦,2室2厅1厨1卫,79.12㎡,,西北,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共28层),平层,塔楼,钢混结构,两梯六户,有,2024-12-07,2017-07-12,满五年,有抵押,商品房,普通住宅,共有,已上传房本照片,东区一线江景大两房，视野开阔 正对广州大铜钱,237万,"29,955元/平",锦绣半岛东区 -南浦,2室2厅,79.12平米,"('中楼层(共28层)',)",2009年,塔楼,0人关注,4个月以前发布,VR看装修,房本满五年,,,,https://gz.lianjia.com/ershoufang/108406610382.html
番禺,锦绣半岛东区,番禺 南浦,2室2厅1厨1卫,86.2㎡,70.8㎡,东南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共25层),平层,塔楼,钢混结构,两梯六户,有,2023-07-27,2016-09-18,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,锦绣半岛东区，南向两房，户型方正,260万,"30,163元/平",锦绣半岛东区 -南浦,2室2厅,86.2平米,"('高楼层(共25层)',)",2009年,塔楼,0人关注,一年前发布,VR看装修,房本满五年,,,,https://gz.lianjia.com/ershoufang/108404717527.html
番禺,锦绣半岛东区,番禺 南浦,2室1厅1厨1卫,85.72㎡,70.4㎡,南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共25层),平层,塔楼,钢混结构,两梯六户,有,2022-10-06,2013-08-28,满五年,有抵押,商品房,普通住宅,非共有,已上传房本照片,锦绣半岛东区，南向两房，户型方正,280万,"32,665元/平",锦绣半岛东区 -南浦,2室1厅,85.72平米,"('低楼层(共25层)',)",2009年,塔楼,0人关注,一年前发布,VR看装修,房本满五年,,,,https://gz.lianjia.com/ershoufang/108403801363.html
番禺,锦绣半岛东区,番禺 南浦,2室1厅1厨1卫,77.61㎡,62.61㎡,北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共28层),平层,塔楼,钢混结构,两梯六户,有,2023-12-01,2014-09-23,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,满五少税，视野开阔，保养很好。,255万,"32,857元/平",锦绣半岛东区 -南浦,2室1厅,77.61平米,"('低楼层(共28层)',)",2009年,塔楼,0人关注,一年前发布,VR看装修,房本满五年,,,,https://gz.lianjia.com/ershoufang/108405187099.html
番禺,锦绣半岛东区,番禺 南浦,2室1厅1厨1卫,80.91㎡,,北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共25层),平层,塔楼,钢混结构,两梯六户,有,2023-09-20,2020-09-25,满两年,有抵押,商品房,普通住宅,非共有,已上传房本照片,锦绣半岛东区 两房 方正 无遮挡 采光充足 视野宽阔,210万,"25,955元/平",锦绣半岛东区 -南浦,2室1厅,80.91平米,"('中楼层(共25层)',)",2009年,塔楼,2人关注,一年前发布,VR看装修,,,房本满两年,,https://gz.lianjia.com/ershoufang/108404923285.html
番禺,锦绣半岛东区,番禺 南浦,2室1厅1厨1卫,86.39㎡,70.86㎡,东南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共25层),平层,塔楼,钢混结构,两梯六户,有,2024-04-06,2017-03-30,满五年,有抵押,商品房,普通住宅,非共有,已上传房本照片,东区南向大两房，户型方正 视野无遮挡采光通风好,220万,"25,466元/平",锦绣半岛东区 -南浦,2室1厅,86.39平米,"('高楼层(共25层)',)",2009年,塔楼,3人关注,一年前发布,VR房源,房本满五年,,,,https://gz.lianjia.com/ershoufang/108405623301.html
番禺,锦绣半岛东区,番禺 南浦,2室2厅1厨1卫,79.36㎡,63.58㎡,北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共26层),平层,塔楼,钢混结构,两梯六户,有,2022-03-01,2014-04-01,满五年,有抵押,商品房,普通住宅,非共有,已上传房本照片,此房满五年，北向望花园，格局方正，东单边,210万,"26,462元/平",锦绣半岛东区 -南浦,2室2厅,79.36平米,"('低楼层(共26层)',)",2009年,塔楼,4人关注,一年前发布,VR看装修,房本满五年,,,,https://gz.lianjia.com/ershoufang/108403132073.html
番禺,锦绣半岛东区,番禺 南浦,2室2厅1厨1卫,85.78㎡,,南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共25层),平层,,钢混结构,两梯六户,有,2024-09-04,2021-06-01,满两年,有抵押,商品房,普通住宅,非共有,已上传房本照片,锦绣半岛东区 2室2厅 南,210万,"24,482元/平",锦绣半岛东区 -南浦,2室2厅,85.78平米,"('低楼层(共25层)',)",2009年,,2人关注,7个月以前发布,VR看装修,,,房本满两年,随时看房,https://gz.lianjia.com/ershoufang/108406219314.html
番禺,锦绣半岛东区,番禺 南浦,2室1厅1厨1卫,79.62㎡,63.8㎡,西北,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共26层),平层,塔楼,钢混结构,两梯六户,有,2024-08-12,2016-06-20,满五年,有抵押 70多万,商品房,普通住宅,共有,已上传房本照片,证够5年唯一税费少，户型方正实用。,207万,"25,999元/平",锦绣半岛东区 -南浦,2室1厅,79.62平米,"('低楼层(共26层)',)",2009年,塔楼,0人关注,8个月以前发布,VR房源,房本满五年,,,,https://gz.lianjia.com/ershoufang/108406126795.html
番禺,锦绣半岛东区,番禺 南浦,2室2厅1厨1卫,86㎡,70.62㎡,东南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共25层),平层,塔楼,钢混结构,两梯六户,有,2022-08-13,2020-07-16,满两年,有抵押 170万元 业主自还,商品房,普通住宅,非共有,已上传房本照片,此房格局方正，装修保养新，东南向高层，通风采光好,205万,"23,838元/平",锦绣半岛东区 -南浦,2室2厅,86平米,"('高楼层(共25层)',)",2009年,塔楼,4人关注,一年前发布,VR看装修,,,房本满两年,,https://gz.lianjia.com/ershoufang/108403637467.html
番禺,锦绣半岛东区,番禺 南浦,2室1厅1厨1卫,87.76㎡,71.03㎡,东南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共25层),平层,塔楼,钢混结构,三梯七户,有,2023-02-17,2014-03-07,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,锦绣半岛东区 位置好 少有南向 产权清晰,260万,"29,627元/平",锦绣半岛东区 -南浦,2室1厅,87.76平米,"('低楼层(共25层)',)",2012年,塔楼,0人关注,一年前发布,VR房源,房本满五年,,,,https://gz.lianjia.com/ershoufang/108404127626.html
番禺,锦绣半岛东区,番禺 南浦,2室1厅1厨1卫,86.25㎡,70.7㎡,东南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共25层),平层,塔楼,钢混结构,两梯六户,有,2023-04-01,2020-01-01,满五年,有抵押,商品房,普通住宅,共有,已上传房本照片,东区南向2房 小区中间位置不靠桥 视野开阔 采光充足,205万,"23,769元/平",锦绣半岛东区 -南浦,2室1厅,86.25平米,"('中楼层(共25层)',)",2012年,塔楼,2人关注,一年前发布,VR看装修,房本满五年,,,,https://gz.lianjia.com/ershoufang/108404306116.html
番禺,锦绣半岛东区,番禺 南浦,2室1厅1厨1卫,79.25㎡,,西北,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共28层),平层,塔楼,钢混结构,两梯六户,有,2024-10-13,2017-11-13,满五年,有抵押,商品房,普通住宅,非共有,已上传房本照片,装修保养新 视野开阔 江景园景一览无余,220万,"27,761元/平",锦绣半岛东区 -南浦,2室1厅,79.25平米,"('高楼层(共28层)',)",2009年,塔楼,0人关注,6个月以前发布,VR看装修,房本满五年,,,,https://gz.lianjia.com/ershoufang/108406377738.html
