分区,小区名称,所在区域,房屋户型,建筑面积,套内面积,房屋朝向,装修情况,供暖方式,楼层高度,所在楼层,户型结构,建筑类型,建筑结构,梯户比例,配备电梯,挂牌时间,上次交易,房屋年限,抵押信息,交易权属,房屋用途,产权所属,房本备件,标题,总价,单价,地区,几室几厅,房屋面积,楼层,建立时间,户型,关注人数,发布日期,VR看装修,房本满五年,近地铁,房本满两年,随时看房,详情页
罗湖区,深华商业大厦,罗湖区 春风路,2室2厅1厨1卫,86.3㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共28层),平层,板塔结合,框架结构,两梯八户,有,2025-02-19,,,有抵押 30万元 业主自还,商品房,普通住宅,非共有,未上传房本照片,金光华广场 满五唯一 户型方正 高层 南向 地铁口1号线,350万,"40,557元/平",深华商业大厦 -春风路,2室2厅,86.3平米,"('高楼层(共28层)',)",2003年,板塔结合,1人关注,2个月以前发布,VR房源,,近地铁,,,https://sz.lianjia.com/ershoufang/105119742264.html
罗湖区,深华商业大厦,罗湖区 春风路,2室1厅1厨1卫,86.3㎡,,东南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共28层),平层,板塔结合,框架结构,两梯八户,有,2025-03-09,,,有抵押 220万元 客户偿还,商品房,普通住宅,非共有,未上传房本照片,国贸地铁站物业业主诚心出售，看房方便,350万,"40,557元/平",深华商业大厦 -春风路,2室1厅,86.3平米,"('中楼层(共28层)',)",2003年,板塔结合,0人关注,1个月以前发布,VR看装修,,近地铁,,,https://sz.lianjia.com/ershoufang/105119976962.html
罗湖区,深华商业大厦,罗湖区 春风路,2室2厅1厨1卫,78.75㎡,65.55㎡,东南 南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共28层),平层,板塔结合,框架结构,两梯八户,有,2024-10-29,2009-08-04,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,飞机户型大两居 满五年红本住宅 交通方便 配套地铁口,328万,"41,651元/平",深华商业大厦 -春风路,2室2厅,78.75平米,"('高楼层(共28层)',)",2003年,板塔结合,0人关注,5个月以前发布,VR看装修,房本满五年,近地铁,,,https://sz.lianjia.com/ershoufang/105118737862.html
罗湖区,兴隆大厦,罗湖区 春风路,2室2厅1厨1卫,73.71㎡,,东北,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共30层),平层,板塔结合,框架结构,三梯八户,有,2024-11-13,,,有抵押 金融公司垫资,商品房,普通住宅,非共有,未上传房本照片,方正2房，诚心出，价格可谈，看房方便,315万,"42,736元/平",兴隆大厦 -春风路,2室2厅,73.71平米,"('高楼层(共30层)',)",1990年,板塔结合,0人关注,5个月以前发布,VR看装修,,近地铁,,,https://sz.lianjia.com/ershoufang/105118898019.html
罗湖区,向西花园,罗湖区 春风路,4室0厅0厨4卫,71.11㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共8层),平层,板楼,砖混结构,,无,2025-01-07,2024-06-25,未满两年,有抵押 260万元 银行 业主自还,商品房,普通住宅,非共有,已上传房本照片,向西花园低楼层精装四房业主诚心出售,300万,"42,189元/平",向西花园 -春风路,4室0厅,71.11平米,"('中楼层(共8层)',)",1995年,板楼,0人关注,3个月以前发布,VR看装修,,近地铁,,,https://sz.lianjia.com/ershoufang/105119427073.html
罗湖区,云峰花园,罗湖区 春风路,4室2厅1厨2卫,240.96㎡,,南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共33层),复式,塔楼,钢混结构,三梯九户,有,2023-01-12,,,有抵押 680万元,商品房,普通住宅,非共有,未上传房本照片,云峰顶楼复式，3层，高使用率，诚心出售,1201万,"49,843元/平",云峰花园 -春风路,4室2厅,240.96平米,"('33层',)",1997年,塔楼,1人关注,一年前发布,VR房源,,,,,https://sz.lianjia.com/ershoufang/105112439053.html
罗湖区,佳宁娜广场,罗湖区 春风路,4室2厅1厨2卫,166㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共26层),平层,板塔结合,框架结构,三梯十一户,有,2024-08-15,2014-01-01,未满两年,有抵押 金融公司垫资,商品房,普通住宅,非共有,未上传房本照片,少有放卖大单位，装修保养新，户型方正实用.,670万,"40,362元/平",佳宁娜广场 -春风路,4室2厅,166平米,"('中楼层(共26层)',)",1997年,板塔结合,0人关注,8个月以前发布,VR看装修,,近地铁,,,https://sz.lianjia.com/ershoufang/105117961331.html
罗湖区,佳宁娜广场,罗湖区 春风路,4室2厅1厨1卫,154.62㎡,,西南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共31层),平层,板塔结合,钢混结构,三梯八户,有,2022-12-11,,,无抵押,商品房,普通住宅,非共有,未上传房本照片,大四房业主诚心出售看房方便适合多人口家庭居住,645万,"41,716元/平",佳宁娜广场 -春风路,4室2厅,154.62平米,"('高楼层(共31层)',)",1997年,板塔结合,0人关注,一年前发布,VR看装修,,近地铁,,,https://sz.lianjia.com/ershoufang/105112254610.html
罗湖区,云峰花园,罗湖区 春风路,4室2厅1厨3卫,211.34㎡,,东北,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共33层),平层,塔楼,钢混结构,三梯八户,有,2023-11-27,,,有抵押 570万元,商品房,普通住宅,非共有,未上传房本照片,云峰花园 4房 带阳台 满五年 业主诚意出售,799万,"37,807元/平",云峰花园 -春风路,4室2厅,211.34平米,"('33层',)",1997年,塔楼,4人关注,一年前发布,VR房源,,,,,https://sz.lianjia.com/ershoufang/105115452294.html
罗湖区,佳宁娜广场,罗湖区 春风路,4室1厅1厨2卫,143.22㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共26层),平层,板塔结合,框架结构,三梯十一户,有,2024-03-24,,,无抵押,商品房,普通住宅,非共有,未上传房本照片,少有放盘户型，朝南户型方正，业主急卖,533万,"37,216元/平",佳宁娜广场 -春风路,4室1厅,143.22平米,"('中楼层(共26层)',)",1997年,板塔结合,0人关注,一年前发布,VR房源,,近地铁,,,https://sz.lianjia.com/ershoufang/105116464073.html
罗湖区,罗湖医院医疗科技楼,罗湖区 春风路,4室2厅1厨1卫,103.39㎡,,东南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共18层),,板塔结合,砖混结构,两梯八户,有,2025-03-18,,,无抵押,商品房,普通住宅,共有,未上传房本照片,罗湖区春风路朝南大四房，诚心出售,438万,"42,364元/平",罗湖医院医疗科技楼 -春风路,4室2厅,103.39平米,"('中楼层(共18层)',)",2007年,板塔结合,0人关注,1个月以前发布,VR看装修,,近地铁,,,https://sz.lianjia.com/ershoufang/105120099004.html
罗湖区,佳宁娜广场,罗湖区 春风路,4室1厅1厨2卫,159㎡,,西南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共31层),平层,板塔结合,钢混结构,三梯六户,有,2021-03-02,2003-09-12,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,采光充足，楼层好。户型方正，诚心出售,600万,"37,736元/平",佳宁娜广场 -春风路,4室1厅,159平米,"('中楼层(共31层)',)",1997年,板塔结合,1人关注,一年前发布,VR看装修,房本满五年,近地铁,,,https://sz.lianjia.com/ershoufang/105106523461.html
罗湖区,佳宁娜广场,罗湖区 春风路,4室2厅1厨3卫,213.76㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共26层),复式,板塔结合,框架结构,三梯十一户,有,2025-02-20,,,有抵押,商品房,普通住宅,非共有,未上传房本照片,复式2层，2梯2户，自住合适，诚心出，价格可以谈,881万,"41,215元/平",佳宁娜广场 -春风路,4室2厅,213.76平米,"('高楼层(共26层)',)",1997年,板塔结合,0人关注,2个月以前发布,VR房源,,近地铁,,,https://sz.lianjia.com/ershoufang/105119758059.html
罗湖区,佳宁娜广场,罗湖区 春风路,4室1厅1厨1卫,108.99㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共26层),,板塔结合,框架结构,三梯十一户,有,2025-04-14,,,有抵押 260万元 业主自还,商品房,普通住宅,非共有,未上传房本照片,户型方正，使用率高，业主自住装修漂亮，价格可谈,500万,"45,876元/平",佳宁娜广场 -春风路,4室1厅,108.99平米,"('高楼层(共26层)',)",1997年,板塔结合,0人关注,14天以前发布,VR看装修,,近地铁,,,https://sz.lianjia.com/ershoufang/105120401874.html
罗湖区,深华商业大厦,罗湖区 春风路,2室1厅1厨1卫,86.3㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共28层),平层,板塔结合,框架结构,两梯八户,有,2024-10-20,2011-07-07,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,国贸地铁口方正大两居 满五年 交通方便,295万,"34,184元/平",深华商业大厦 -春风路,2室1厅,86.3平米,"('中楼层(共28层)',)",2003年,板塔结合,1人关注,6个月以前发布,VR看装修,房本满五年,近地铁,,,https://sz.lianjia.com/ershoufang/105118646254.html
罗湖区,云峰花园,罗湖区 春风路,3室2厅1厨1卫,86.75㎡,,西南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共33层),平层,塔楼,钢混结构,三梯九户,有,2024-11-05,,,无抵押,商品房,普通住宅,非共有,未上传房本照片,云峰花园 高层满五为一 户型很靓 价格有点高 但空间大,480万,"55,332元/平",云峰花园 -春风路,3室2厅,86.75平米,"('33层',)",1997年,塔楼,0人关注,5个月以前发布,VR看装修,,,,,https://sz.lianjia.com/ershoufang/105118815484.html
罗湖区,兴隆大厦,罗湖区 春风路,2室1厅1厨1卫,70.02㎡,,东,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共30层),平层,板塔结合,框架结构,三梯八户,有,2024-11-11,,,有抵押 130万元 客户偿还,商品房,普通住宅,非共有,未上传房本照片,罗湖国贸片区.精装两房.业主诚心出售,268万,"38,275元/平",兴隆大厦 -春风路,2室1厅,70.02平米,"('低楼层(共30层)',)",1990年,板塔结合,0人关注,5个月以前发布,VR看装修,,近地铁,,,https://sz.lianjia.com/ershoufang/105118874203.html
罗湖区,宏丰大厦罗湖,罗湖区 春风路,3室1厅1厨1卫,85.71㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共15层),平层,塔楼,钢混结构,两梯四户,有,2024-10-08,,,有抵押 235万元 / 金融公司垫资,商品房,普通住宅,非共有,未上传房本照片,春风路 宏丰大厦  方正三房 诚意出售,398万,"46,436元/平",宏丰大厦罗湖 -春风路,3室1厅,85.71平米,"('高楼层(共15层)',)",,塔楼,0人关注,6个月以前发布,VR看装修,,,,,https://sz.lianjia.com/ershoufang/105118521964.html
罗湖区,佳宁娜广场,罗湖区 春风路,2室1厅1厨1卫,87.09㎡,,北,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共31层),平层,板塔结合,框架结构,三梯六户,有,2024-12-28,,,有抵押 250万元 建设银行 金融公司垫资,商品房,普通住宅,非共有,未上传房本照片,户型方正，满五年，红本在手，近罗湖口岸，近地铁，,300万,"34,448元/平",佳宁娜广场 -春风路,2室1厅,87.09平米,"('高楼层(共31层)',)",1997年,板塔结合,1人关注,3个月以前发布,VR看装修,,近地铁,,随时看房,https://sz.lianjia.com/ershoufang/105119332776.html
罗湖区,长丰苑,罗湖区 春风路,2室1厅1厨1卫,88.71㎡,,东南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共29层),平层,板塔结合,钢混结构,三梯二十五户,有,2024-01-25,,,有抵押,商品房,公寓,非共有,未上传房本照片,地铁口 精致装修 通风采光好 业主诚心卖,350万,"39,455元/平",长丰苑 -春风路,2室1厅,88.71平米,"('29层',)",1999年,板塔结合,0人关注,一年前发布,VR房源,,近地铁,,,https://sz.lianjia.com/ershoufang/105115953279.html
罗湖区,瑞丰大厦,罗湖区 春风路,2室1厅1厨1卫,71.43㎡,,东南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共20层),平层,板塔结合,框架结构,两梯八户,有,2023-09-13,2015-07-15,满五年,有抵押,商品房,普通住宅,非共有,已上传房本照片,罗湖口岸大两房，户型方正，采光好,500万,"69,999元/平",瑞丰大厦 -春风路,2室1厅,71.43平米,"('中楼层(共20层)',)",1992年,板塔结合,0人关注,一年前发布,VR房源,房本满五年,,,,https://sz.lianjia.com/ershoufang/105114792554.html
罗湖区,兴隆大厦,罗湖区 春风路,2室1厅1厨1卫,70.02㎡,,东,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共30层),平层,板塔结合,框架结构,三梯八户,有,2024-12-04,,,无抵押,商品房,普通住宅,非共有,未上传房本照片,方正2房，价格可谈，看房方便，诚心出,276万,"39,418元/平",兴隆大厦 -春风路,2室1厅,70.02平米,"('中楼层(共30层)',)",1990年,板塔结合,1人关注,4个月以前发布,VR看装修,,近地铁,,,https://sz.lianjia.com/ershoufang/105119107752.html
罗湖区,云峰花园,罗湖区 春风路,3室2厅1厨1卫,86.75㎡,,西南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共33层),平层,塔楼,钢混结构,三梯九户,有,2024-11-05,,,无抵押,商品房,普通住宅,非共有,未上传房本照片,云峰花园 高层满五为一 户型很靓 价格有点高 但空间大,480万,"55,332元/平",云峰花园 -春风路,3室2厅,86.75平米,"('33层',)",1997年,塔楼,0人关注,5个月以前发布,VR看装修,,,,,https://sz.lianjia.com/ershoufang/105118815484.html
罗湖区,长丰苑,罗湖区 春风路,2室1厅1厨1卫,88.71㎡,,东南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共29层),平层,板塔结合,钢混结构,三梯二十五户,有,2024-01-25,,,有抵押,商品房,公寓,非共有,未上传房本照片,地铁口 精致装修 通风采光好 业主诚心卖,350万,"39,455元/平",长丰苑 -春风路,2室1厅,88.71平米,"('29层',)",1999年,板塔结合,0人关注,一年前发布,VR房源,,近地铁,,,https://sz.lianjia.com/ershoufang/105115953279.html
罗湖区,佳宁娜广场,罗湖区 春风路,2室1厅1厨1卫,87.09㎡,,北,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共31层),平层,板塔结合,框架结构,三梯六户,有,2024-12-28,,,有抵押 250万元 建设银行 金融公司垫资,商品房,普通住宅,非共有,未上传房本照片,户型方正，满五年，红本在手，近罗湖口岸，近地铁，,300万,"34,448元/平",佳宁娜广场 -春风路,2室1厅,87.09平米,"('高楼层(共31层)',)",1997年,板塔结合,1人关注,3个月以前发布,VR看装修,,近地铁,,随时看房,https://sz.lianjia.com/ershoufang/105119332776.html
罗湖区,佳宁娜广场,罗湖区 春风路,2室2厅1厨1卫,82.74㎡,,东南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共31层),平层,板塔结合,钢混结构,三梯六户,有,2025-02-22,,,有抵押,商品房,普通住宅,非共有,未上传房本照片,大两房朝南，居家舒适！采光通风好！,380万,"45,928元/平",佳宁娜广场 -春风路,2室2厅,82.74平米,"('高楼层(共31层)',)",1997年,板塔结合,0人关注,2个月以前发布,VR看装修,,近地铁,,,https://sz.lianjia.com/ershoufang/105119795601.html
罗湖区,兴隆大厦,罗湖区 春风路,2室1厅1厨1卫,71㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共30层),平层,板塔结合,框架结构,三梯八户,有,2025-04-09,,,无抵押,商品房,普通住宅,非共有,未上传房本照片,房子状修不错规两房采广通风都可以，业主诚心卖,263万,"37,043元/平",兴隆大厦 -春风路,2室1厅,71平米,"('中楼层(共30层)',)",1990年,板塔结合,0人关注,20天以前发布,VR看装修,,近地铁,,,https://sz.lianjia.com/ershoufang/105120339123.html
罗湖区,云峰花园,罗湖区 春风路,3室2厅1厨1卫,86.43㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共33层),平层,塔楼,钢混结构,三梯九户,有,2024-06-23,,,无抵押,商品房,普通住宅,非共有,未上传房本照片,国贸三房 车位充足 云峰花园 满五红本,390万,"45,124元/平",云峰花园 -春风路,3室2厅,86.43平米,"('33层',)",1997年,塔楼,0人关注,9个月以前发布,VR房源,,,,,https://sz.lianjia.com/ershoufang/105117381999.html
罗湖区,南湖路2013号,罗湖区 春风路,2室2厅1厨1卫,76.4㎡,,北,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共8层),,板塔结合,钢混结构,两梯两户,有,2025-02-17,,,无抵押,商品房,普通住宅,共有,未上传房本照片,房子户型方正，采光通风好，地段好，看房提前约,260万,"34,032元/平",南湖路2013号 -春风路,2室2厅,76.4平米,"('低楼层(共8层)',)",1990年,板塔结合,1人关注,2个月以前发布,VR看装修,,近地铁,,,https://sz.lianjia.com/ershoufang/105119713167.html
罗湖区,佳宁娜广场,罗湖区 春风路,3室1厅1厨1卫,85.03㎡,,北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共26层),平层,板塔结合,框架结构,三梯八户,有,2024-12-01,,,有抵押 154万元 平安银行 客户偿还,商品房,普通住宅,非共有,未上传房本照片,满三唯一装修漂亮，业主自住，诚心出售，看房方便,359万,"42,221元/平",佳宁娜广场 -春风路,3室1厅,85.03平米,"('中楼层(共26层)',)",1997年,板塔结合,1人关注,4个月以前发布,VR看装修,,近地铁,,,https://sz.lianjia.com/ershoufang/105119080567.html
罗湖区,兴隆大厦,罗湖区 春风路,2室1厅1厨1卫,73.71㎡,,南 东南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共30层),平层,板塔结合,框架结构,三梯八户,有,2025-04-11,,,无抵押,商品房,普通住宅,非共有,未上传房本照片,国贸两房，户型方正，采光好，看房方便,299万,"40,565元/平",兴隆大厦 -春风路,2室1厅,73.71平米,"('低楼层(共30层)',)",1990年,板塔结合,0人关注,17天以前发布,VR看装修,,近地铁,,随时看房,https://sz.lianjia.com/ershoufang/105120372364.html
罗湖区,深华商业大厦,罗湖区 春风路,2室1厅1厨1卫,79.91㎡,,东 南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共28层),平层,板塔结合,框架结构,两梯二十户,有,2024-02-19,2013-12-25,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,深华大厦住宅，国贸片区方正两居室厅出阳台,288万,"36,041元/平",深华商业大厦 -春风路,2室1厅,79.91平米,"('低楼层(共28层)',)",2003年,板塔结合,2人关注,一年前发布,VR看装修,房本满五年,近地铁,,,https://sz.lianjia.com/ershoufang/105116053613.html
罗湖区,佳宁娜广场,罗湖区 春风路,2室1厅1厨1卫,85.03㎡,,南,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共26层),平层,板塔结合,框架结构,三梯八户,有,2023-03-14,2009-01-13,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,红本在手 户型方正 采光好 诚心出售 满五年,280万,"32,930元/平",佳宁娜广场 -春风路,2室1厅,85.03平米,"('低楼层(共26层)',)",1997年,板塔结合,0人关注,一年前发布,VR房源,房本满五年,近地铁,,,https://sz.lianjia.com/ershoufang/105113010521.html
罗湖区,兴隆大厦,罗湖区 春风路,2室1厅1厨1卫,70.02㎡,,西,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共30层),平层,板塔结合,框架结构,三梯八户,有,2022-11-30,,,无抵押,商品房,普通住宅,非共有,未上传房本照片,国贸两房 满五 红本在手  税费少,250万,"35,705元/平",兴隆大厦 -春风路,2室1厅,70.02平米,"('中楼层(共30层)',)",1990年,板塔结合,1人关注,一年前发布,VR看装修,,近地铁,,,https://sz.lianjia.com/ershoufang/105112163411.html
罗湖区,长丰苑,罗湖区 春风路,3室2厅1厨1卫,77.55㎡,,东北,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共31层),平层,板塔结合,钢混结构,四梯十一户,有,2024-08-01,2017-12-06,满五年,有抵押 100万元,商品房,普通住宅,非共有,已上传房本照片,户型方正，精装修拎包入住，自住保养好,330万,"42,554元/平",长丰苑 -春风路,3室2厅,77.55平米,"('31层',)",1999年,板塔结合,0人关注,8个月以前发布,VR看装修,房本满五年,近地铁,,,https://sz.lianjia.com/ershoufang/105117792431.html
罗湖区,瑞丰大厦,罗湖区 春风路,2室1厅1厨1卫,71.43㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共20层),平层,板塔结合,框架结构,两梯八户,有,2023-09-04,2016-04-13,未满两年,无抵押,商品房,普通住宅,非共有,已上传房本照片,地铁口房、舒适2房、满五年费用少、价格实惠,267.5万,"37,450元/平",瑞丰大厦 -春风路,2室1厅,71.43平米,"('高楼层(共20层)',)",1990年,板塔结合,4人关注,一年前发布,VR看装修,,,,,https://sz.lianjia.com/ershoufang/105114711520.html
