分区,小区名称,所在区域,房屋户型,建筑面积,套内面积,房屋朝向,装修情况,供暖方式,楼层高度,所在楼层,户型结构,建筑类型,建筑结构,梯户比例,配备电梯,挂牌时间,上次交易,房屋年限,抵押信息,交易权属,房屋用途,产权所属,房本备件,标题,总价,单价,地区,几室几厅,房屋面积,楼层,建立时间,户型,关注人数,发布日期,VR看装修,房本满五年,近地铁,房本满两年,随时看房,详情页
普陀,赵家花园,普陀 甘泉宜川,2室1厅1厨1卫,54.81㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,砖混结构,,无,2023-10-14,2017-12-13,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,南北两房一厅，厨卫全明，近地铁，低总价，小区环境好,310万,"56,560元/平",赵家花园 -甘泉宜川,2室1厅,54.81平米,"('高楼层(共6层)',)",1983年,板楼,4人关注,一年前发布,VR房源,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107108256400.html
普陀,平江盛世家园,普陀 甘泉宜川 内环内,2室1厅0厨1卫,70.86㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共24层),平层,塔楼,钢混结构,两梯八户,有,2024-05-07,2022-11-18,满两年,有抵押 320万元 平安银行 业主自还,商品房,普通住宅,非共有,已上传房本照片,内环内 中楼层 视野开阔 二房朝南厅朝南，带大露台,395万,"55,744元/平",平江盛世家园 -甘泉宜川,2室1厅,70.86平米,"('低楼层(共24层)',)",1997年,塔楼,64人关注,11个月以前发布,VR看装修,,,房本满两年,,https://sh.lianjia.com/ershoufang/107109670877.html
普陀,宜川一村,普陀 甘泉宜川 内环至中环,2室1厅1厨1卫,59.57㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共5层),平层,板楼,砖混结构,,无,2025-03-06,2000-12-31,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,双南两房简装修，户型正气，满五年，税费少视野空气好,268万,"44,990元/平",宜川一村 -甘泉宜川,2室1厅,59.57平米,"('高楼层(共5层)',)",1979年,板楼,8人关注,1个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107112210465.html
普陀,宜川六村,普陀 甘泉宜川 内环至中环,2室1厅1厨1卫,49.72㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,砖混结构,,无,2024-10-23,2002-09-04,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,南北通边套  有3平不算  采光无遮挡 主诚心出售  急售,199万,"40,025元/平",宜川六村 -甘泉宜川,2室1厅,49.72平米,"('高楼层(共6层)',)",1984年,板楼,79人关注,6个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107111145314.html
普陀,宜川三村,普陀 甘泉宜川 内环至中环,2室1厅1厨1卫,49.84㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共5层),平层,板楼,砖混结构,,无,2024-04-01,2003-03-31,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,此房满五税费少，边套全明通风好，交通便利费时少,199万,"39,928元/平",宜川三村 -甘泉宜川,2室1厅,49.84平米,"('高楼层(共5层)',)",1957年,板楼,73人关注,一年前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107109403842.html
普陀,赵家花园,普陀 甘泉宜川,2室1厅1厨1卫,45.96㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共6层),平层,板楼,砖混结构,,无,2025-03-04,2021-02-08,满两年,无抵押,商品房,普通住宅,共有,已上传房本照片,小两房精装修，位置好采光足诚意售,230万,"50,044元/平",赵家花园 -甘泉宜川,2室1厅,45.96平米,"('低楼层(共6层)',)",1977年,板楼,3人关注,1个月以前发布,VR房源,,近地铁,房本满两年,,https://sh.lianjia.com/ershoufang/107112186110.html
普陀,宜川一村,普陀 甘泉宜川 内环至中环,2室0厅1厨1卫,40.98㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共6层),平层,板楼,砖混结构,,无,2024-06-18,2024-12-09,未满两年,无抵押,商品房,普通住宅,共有,已上传房本照片,⭐⭐⭐⭐『内环边』『楼层低』『双南两房』,185万,"45,144元/平",宜川一村 -甘泉宜川,2室0厅,40.98平米,"('低楼层(共6层)',)",1975年,板楼,18人关注,10个月以前发布,VR看装修,,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107110018025.html
普陀,宜川六村,普陀 甘泉宜川 内环至中环,2室1厅1厨1卫,48.65㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,砖混结构,,无,2023-09-29,2012-07-30,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,双南户型，满五税少，近3、4号线中潭路站，看房方便，,236万,"48,510元/平",宜川六村 -甘泉宜川,2室1厅,48.65平米,"('中楼层(共6层)',)",1985年,板楼,57人关注,一年前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107108151185.html
普陀,宜川三村,普陀 甘泉宜川 内环至中环,2室1厅1厨1卫,57.39㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共5层),平层,板楼,砖混结构,,无,2024-08-04,2016-10-31,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,南北通、痛风性采光性好、楼层好、内环边、诚意售,300万,"52,274元/平",宜川三村 -甘泉宜川,2室1厅,57.39平米,"('中楼层(共5层)',)",1986年,板楼,6人关注,8个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107110424063.html
普陀,赵家花园,普陀 甘泉宜川,2室1厅1厨1卫,51.38㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共6层),平层,板楼,砖混结构,,无,2024-06-08,,,无抵押,商品房,普通住宅,非共有,未上传房本照片,低楼层精装修南北两室一厅，边套全明，满五年，诚意卖,268万,"52,161元/平",赵家花园 -甘泉宜川,2室1厅,51.38平米,"('低楼层(共6层)',)",1983年,板楼,11人关注,10个月以前发布,VR看装修,,近地铁,,,https://sh.lianjia.com/ershoufang/107109934605.html
普陀,宜洛馨苑,普陀 甘泉宜川 内环至中环,2室1厅1厨1卫,53.27㎡,,南,毛坯,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共7层),平层,板楼,钢混结构,一梯五户,有,2024-03-22,2024-01-02,未满两年,无抵押,商品房,普通住宅,非共有,已上传房本照片,电梯房两房 采光无遮挡 双南户型 内环边上,260万,"48,808元/平",宜洛馨苑 -甘泉宜川,2室1厅,53.27平米,"('中楼层(共7层)',)",1977年,板楼,42人关注,一年前发布,VR看装修,,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107109321081.html
普陀,赵家花园,普陀 甘泉宜川,2室1厅1厨1卫,55.86㎡,,南 北,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,砖混结构,,无,2023-08-25,2017-05-18,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,公园旁品质小区 1梯2户 边套全明  税费少 看房随时,320万,"57,287元/平",赵家花园 -甘泉宜川,2室1厅,55.86平米,"('高楼层(共6层)',)",1983年,板楼,8人关注,一年前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107107864810.html
普陀,平江盛世家园,普陀 甘泉宜川 内环内,2室1厅1厨1卫,61.34㎡,,北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共26层),平层,塔楼,钢混结构,两梯八户,有,2023-02-19,2013-05-27,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,满五年，税费少，内环内，电梯房，房龄新,350万,"57,060元/平",平江盛世家园 -甘泉宜川,2室1厅,61.34平米,"('低楼层(共26层)',)",1997年,塔楼,58人关注,一年前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107106524534.html
普陀,平江盛世家园,普陀 甘泉宜川 内环内,2室1厅1厨1卫,61.34㎡,,北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共27层),平层,塔楼,钢混结构,两梯八户,有,2024-01-03,2017-04-19,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,满五年，税费少，内环内，电梯房，房龄新,295万,"48,093元/平",平江盛世家园 -甘泉宜川,2室1厅,61.34平米,"('中楼层(共27层)',)",1997年,塔楼,80人关注,一年前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107108841644.html
普陀,宜川三村,普陀 甘泉宜川 内环至中环,2室0厅1厨1卫,53.83㎡,,南 西,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共7层),平层,板楼,钢混结构,,无,2024-12-04,2020-05-08,满两年,无抵押,商品房,普通住宅,非共有,已上传房本照片,内环边18万精装修，户型优质诚意出售，家具家电都留下,256万,"47,558元/平",宜川三村 -甘泉宜川,2室0厅,53.83平米,"('中楼层(共7层)',)",1985年,板楼,47人关注,4个月以前发布,VR看装修,,近地铁,房本满两年,,https://sh.lianjia.com/ershoufang/107111507258.html
普陀,宜川一村,普陀 甘泉宜川 内环至中环,2室0厅1厨1卫,40.61㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,砖混结构,,无,2024-05-18,2001-02-01,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,双南两房，视野宽阔，采光好，得房率高，诚心出售,180万,"44,325元/平",宜川一村 -甘泉宜川,2室0厅,40.61平米,"('中楼层(共6层)',)",1975年,板楼,81人关注,11个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107109765018.html
普陀,宜洛馨苑,普陀 甘泉宜川 内环至中环,2室2厅1厨1卫,65.09㎡,,南 北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共4层),平层,板楼,砖混结构,,无,2024-07-15,2007-05-10,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,内环边，邻近地铁3/4号线中潭路站 房型方正 边户全明,330万,"50,700元/平",宜洛馨苑 -甘泉宜川,2室2厅,65.09平米,"('低楼层(共4层)',)",1977年,板楼,29人关注,9个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107110246398.html
普陀,宜川三村,普陀 甘泉宜川 内环至中环,2室1厅1厨1卫,45.93㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共6层),平层,板楼,砖混结构,,无,2024-06-15,2018-06-13,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,南北通户型，低楼层，3，4号线中潭路站步行800米,245万,"53,343元/平",宜川三村 -甘泉宜川,2室1厅,45.93平米,"('低楼层(共6层)',)",1986年,板楼,23人关注,10个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107109992145.html
普陀,宜川一村,普陀 甘泉宜川 内环至中环,2室1厅1厨1卫,59.67㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共5层),平层,板楼,砖混结构,,无,2025-01-07,2002-01-25,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,⭐⭐⭐⭐⭐『中间楼层』『双南户型』『得房率高』,288万,"48,266元/平",宜川一村 -甘泉宜川,2室1厅,59.67平米,"('中楼层(共5层)',)",1979年,板楼,19人关注,3个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107111781949.html
普陀,宜川六村,普陀 甘泉宜川 内环至中环,2室1厅1厨1卫,46.54㎡,,南 北,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,砖混结构,,无,2025-02-28,2016-04-27,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,运营总力推 南北通二房近地铁3、4号线近公园诚意出售,219万,"47,057元/平",宜川六村 -甘泉宜川,2室1厅,46.54平米,"('高楼层(共6层)',)",1983年,板楼,11人关注,1个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107112142151.html
普陀,宜川六村,普陀 甘泉宜川 内环至中环,2室1厅1厨1卫,55.98㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,砖混结构,,无,2023-03-31,1999-03-19,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,南北通户型，邻近地铁，采光好中间楼层，诚意出售满五,280万,"50,018元/平",宜川六村 -甘泉宜川,2室1厅,55.98平米,"('中楼层(共6层)',)",1987年,板楼,25人关注,一年前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107106819773.html
普陀,宜川三村,普陀 甘泉宜川 内环至中环,2室1厅1厨1卫,47.88㎡,,东南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共5层),平层,板楼,砖混结构,,无,2024-11-08,2019-09-26,满五年,有抵押 70万元 业主自还,商品房,普通住宅,非共有,已上传房本照片,内环边，精装修，拎包入住，地铁步行900米，价格可谈,238万,"49,708元/平",宜川三村 -甘泉宜川,2室1厅,47.88平米,"('高楼层(共5层)',)",1954年,板楼,15人关注,5个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107111286998.html
普陀,宜川六村,普陀 甘泉宜川 内环至中环,2室1厅0厨1卫,62.1㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,砖混结构,,无,2024-09-09,2001-09-08,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,宜川六村双南两房，高区采光无遮挡，户型方正,290万,"46,699元/平",宜川六村 -甘泉宜川,2室1厅,62.1平米,"('高楼层(共6层)',)",1977年,板楼,21人关注,7个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107110772585.html
普陀,和丰苑,普陀 甘泉宜川 中环至外环,2室1厅1厨1卫,66.41㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共22层),平层,板楼,钢混结构,两梯六户,有,2025-01-02,2018-11-05,满五年,无抵押,动迁安置房,普通住宅,非共有,已上传房本照片,2016年房龄+内环内+近地铁站+固定车位+充电桩,505万,"76,043元/平",和丰苑 -甘泉宜川,2室1厅,66.41平米,"('中楼层(共22层)',)",2016年,板楼,18人关注,3个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107111739677.html
普陀,和丰苑,普陀 甘泉宜川 中环至外环,2室2厅1厨1卫,65.16㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共22层),平层,板楼,钢混结构,两梯六户,有,2024-08-28,2019-03-12,满五年,无抵押,动迁安置房,普通住宅,非共有,已上传房本照片,内环内带地下车库16年次新房丨板式户型丨地铁中潭路站,480万,"73,665元/平",和丰苑 -甘泉宜川,2室2厅,65.16平米,"('高楼层(共22层)',)",2016年,板楼,29人关注,7个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107110655435.html
普陀,宜川六村,普陀 甘泉宜川 内环至中环,2室1厅1厨1卫,59.93㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,砖混结构,,无,2025-02-26,2024-08-21,未满两年,无抵押,商品房,普通住宅,共有,已上传房本照片,新上双南两房，户型方正，高区采光无遮挡,279万,"46,555元/平",宜川六村 -甘泉宜川,2室1厅,59.93平米,"('高楼层(共6层)',)",1983年,板楼,8人关注,1个月以前发布,VR看装修,,近地铁,,,https://sh.lianjia.com/ershoufang/107112118276.html
普陀,和丰苑,普陀 甘泉宜川 中环至外环,2室1厅1厨1卫,65.16㎡,,南 北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共22层),平层,板楼,钢混结构,两梯六户,有,2025-04-24,2022-07-31,满两年,无抵押,商品房,普通住宅,共有,已上传房本照片,2016年房龄丨内环内丨固定车位丨双轨交丨南北通精装,470万,"72,131元/平",和丰苑 -甘泉宜川,2室1厅,65.16平米,"('中楼层(共22层)',)",2016年,板楼,3人关注,3天以前发布,VR看装修,,近地铁,房本满两年,,https://sh.lianjia.com/ershoufang/107112704659.html
普陀,宜川六村,普陀 甘泉宜川 内环至中环,2室1厅1厨1卫,55.31㎡,,南 北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,砖混结构,,无,2025-01-18,2020-07-18,满两年,有抵押 银行,商品房,普通住宅,非共有,已上传房本照片,店长推荐！精装修南北两房，楼层好，房型好，南北通透,325万,"58,760元/平",宜川六村 -甘泉宜川,2室1厅,55.31平米,"('中楼层(共6层)',)",1987年,板楼,8人关注,3个月以前发布,VR看装修,,近地铁,房本满两年,随时看房,https://sh.lianjia.com/ershoufang/107111854540.html
普陀,泰山三村,普陀 甘泉宜川 内环至中环,2室0厅1厨1卫,54.85㎡,,南 北,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共6层),平层,板楼,砖混结构,,无,2025-02-26,2020-10-16,满两年,无抵押,商品房,普通住宅,非共有,已上传房本照片,南北通透出行方便诚心出售精装修干净整洁拎包入住,318万,"57,977元/平",泰山三村 -甘泉宜川,2室0厅,54.85平米,"('低楼层(共6层)',)",1987年,板楼,5人关注,1个月以前发布,VR看装修,,近地铁,房本满两年,,https://sh.lianjia.com/ershoufang/107112115069.html
普陀,宜川一村,普陀 甘泉宜川 内环至中环,2室0厅1厨1卫,41.51㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,砖混结构,一梯四户,有,2024-10-16,2011-03-29,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,⭐⭐⭐⭐『内环边』『有电梯』『户型方正、双南两房』,206万,"49,627元/平",宜川一村 -甘泉宜川,2室0厅,41.51平米,"('高楼层(共6层)',)",1975年,板楼,11人关注,6个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107111088528.html
普陀,和丰苑,普陀 甘泉宜川 中环至外环,2室1厅1厨1卫,66.41㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共22层),平层,板楼,钢混结构,两梯六户,有,2025-03-01,2019-02-01,满五年,无抵押,动迁安置房,普通住宅,非共有,已上传房本照片,内环边 2017年次新房  南北通户型全明 业主诚心出售,500万,"75,290元/平",和丰苑 -甘泉宜川,2室1厅,66.41平米,"('低楼层(共22层)',)",2016年,板楼,10人关注,1个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107112154586.html
普陀,华阴路292号,普陀 甘泉宜川 内环至中环,2室0厅1厨1卫,47.68㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,砖混结构,,无,2025-03-02,2014-05-30,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,双南两房，中间楼层，独栋中间楼层。,235万,"49,287元/平",华阴路292号 -甘泉宜川,2室0厅,47.68平米,"('中楼层(共6层)',)",1986年,板楼,7人关注,1个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112171581.html
普陀,和丰苑,普陀 甘泉宜川 中环至外环,2室1厅1厨1卫,66.41㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共22层),平层,板楼,钢混结构,两梯六户,有,2024-10-16,2019-03-06,满五年,无抵押,动迁安置房,普通住宅,非共有,已上传房本照片,2016年房龄+内环内+近地铁站+2房户型+固定车位+充电桩,478万,"71,978元/平",和丰苑 -甘泉宜川,2室1厅,66.41平米,"('低楼层(共22层)',)",2016年,板楼,43人关注,6个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107111091332.html
普陀,宜川三村,普陀 甘泉宜川 内环至中环,2室1厅1厨1卫,49.63㎡,,南 北,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共5层),平层,板楼,混合结构,,无,2024-08-19,2000-05-16,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,低总价两房  内环边，中间3楼。边套全明。看房方便。,208万,"41,911元/平",宜川三村 -甘泉宜川,2室1厅,49.63平米,"('中楼层(共5层)',)",1954年,板楼,48人关注,8个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107110545154.html
